,Name,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
2478,Tyler Lydon,2017-18,21,DEN,NBA,PF,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011,,-5.7,-0.6,-6.4,0.0
2479,Trey Lyles,2015-16,20,UTA,NBA,PF,80,1382,11.6,.517,.294,.188,5.0,20.2,12.6,7.1,1.0,1.1,12.1,17.9,,0.6,1.7,2.3,.079,,-2.4,-0.4,-2.8,-0.3
2481,George Lynch,1993-94,23,LAL,NBA,SF,71,1762,16.1,.527,.009,.290,13.0,12.2,12.6,8.2,2.9,1.0,11.9,17.5,,2.4,1.5,3.9,.107,,0.9,0.5,1.5,1.5
2482,Kevin Lynch,1991-92,23,CHH,NBA,SG,55,819,7.7,.460,.036,.206,3.9,7.3,5.6,12.7,2.1,0.6,15.3,14.2,,-0.3,0.4,0.2,.011,,-3.6,-0.6,-4.1,-0.4
2485,Sheldon Mac,2016-17,24,WAS,NBA,SG,30,287,10.1,.518,.400,.360,1.6,11.7,6.7,7.0,1.4,0.6,5.4,14.0,,0.3,0.2,0.5,.076,,-2.1,-1.4,-3.6,-0.1
2488,Todd MacCulloch,1999-00,24,PHI,NBA,C,56,528,16.1,.557,.000,.335,9.9,20.8,15.3,4.2,1.1,5.1,12.3,17.5,,0.7,1.0,1.7,.150,,-2.3,1.5,-0.8,0.2
2490,Scott Machado,2012-13,22,HOU,NBA,PG,6,21,6.0,.581,.167,.333,0.0,5.3,2.7,44.2,4.8,0.0,53.8,31.0,,-0.1,0.0,-0.1,-0.230,,-12.2,-2.9,-15.1,-0.1
2491,Arvydas Macijauskas,2005-06,26,NOK,NBA,SG,19,135,8.3,.462,.293,.366,2.6,6.3,4.4,6.1,2.8,0.0,14.4,19.2,,-0.1,0.1,0.0,-0.001,,-3.8,-1.5,-5.3,-0.1
2492,Ollie Mack,1979-80,22,TOT,NBA,SG,50,681,10.9,.528,.025,.256,5.5,6.1,5.8,10.4,1.7,0.2,13.6,15.3,,0.6,0.4,1.0,.067,,-1.1,-1.3,-2.4,-0.1
2493,Sam Mack,1992-93,22,SAS,NBA,SF,40,267,13.7,.495,.186,.492,8.1,12.3,10.3,8.5,2.6,1.2,13.3,27.3,,0.0,0.4,0.3,.060,,-2.0,-1.5,-3.4,-0.1
2494,Shelvin Mack,2011-12,21,WAS,NBA,PG,64,779,11.9,.468,.191,.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,,0.2,0.5,0.7,.042,,-2.2,-1.8,-3.9,-0.4
2495,Malcolm Mackey,1993-94,23,PHO,NBA,C,22,69,12.6,.395,.054,.216,19.8,19.4,19.6,2.2,0.0,2.7,4.7,25.8,,0.0,0.1,0.1,.036,,-4.7,-5.9,-10.7,-0.2
2496,Rudy Macklin,1981-82,23,ATL,NBA,SF,79,1516,9.3,.495,.006,.357,8.4,11.2,9.8,4.6,1.3,0.8,16.7,19.2,,-0.4,1.8,1.4,.043,,-3.1,-0.5,-3.6,-0.6
2497,Vernon Macklin,2011-12,25,DET,NBA,C,23,135,18.2,.559,.000,.400,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,,0.3,0.1,0.5,.161,,-0.2,-0.5,-0.6,0.0
2499,Don MacLean,1992-93,23,WSB,NBA,PF,62,674,14.0,.497,.017,.307,5.4,15.2,10.2,9.6,0.8,0.4,9.3,28.5,,0.1,0.3,0.4,.030,,-3.2,-4.2,-7.4,-0.9
2500,Mark Macon,1991-92,22,DEN,NBA,SG,76,2304,8.3,.415,.034,.208,3.5,6.9,5.1,10.7,3.3,0.4,13.8,19.8,,-3.1,2.3,-0.8,-0.016,,-4.0,0.6,-3.4,-0.8
2501,Kyle Macy,1980-81,23,PHO,NBA,PG,82,1469,14.5,.567,.096,.224,3.4,6.5,5.0,15.1,2.4,0.2,14.0,18.0,,2.3,2.2,4.5,.148,,0.1,-0.3,-0.2,0.7
2503,Tito Maddox,2002-03,21,HOU,NBA,SG,9,35,11.2,.354,.250,.667,3.4,19.3,11.5,22.8,4.6,2.0,16.2,24.4,,-0.1,0.1,0.0,-0.011,,-4.7,2.5,-2.2,0.0
2504,Gerald Madkins,1993-94,24,CLE,NBA,SG,22,149,7.4,.494,.484,.323,0.8,7.8,4.3,17.8,3.2,0.0,26.9,14.6,,-0.1,0.2,0.1,.019,,-3.7,-0.6,-4.3,-0.1
2505,Mark Madsen,2000-01,25,LAL,NBA,PF,70,641,9.2,.530,.009,.327,13.2,13.6,13.4,5.4,0.7,0.9,17.3,10.9,,0.8,0.3,1.1,.085,,-1.4,-1.4,-2.8,-0.1
2507,Josh Magette,2017-18,28,ATL,NBA,PG,10,74,17.9,.595,.467,.400,1.5,9.3,5.4,41.8,2.0,0.0,10.2,11.6,,0.3,0.0,0.3,.208,,1.0,-4.1,-3.1,0.0
2508,Corey Maggette,1999-00,20,ORL,NBA,SF,77,1370,14.1,.553,.023,.557,9.8,14.3,12.0,7.0,0.9,1.3,19.1,22.1,,1.2,1.4,2.6,.091,,-1.5,-0.8,-2.3,-0.1
2509,Dave Magley,1982-83,23,CLE,NBA,SF,14,56,3.9,.307,.063,.500,4.0,16.7,10.2,4.8,1.8,0.0,9.3,16.1,,-0.1,0.0,-0.1,-0.066,,-7.6,-1.4,-8.9,-0.1
2510,Jamaal Magloire,2000-01,22,CHH,NBA,C,74,1095,13.4,.506,.007,.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,,0.6,2.0,2.6,.114,,-4.2,1.4,-2.8,-0.2
2512,Ian Mahinmi,2007-08,21,SAS,NBA,C,6,23,35.3,.658,.000,.750,0.0,25.3,12.8,9.0,0.0,13.2,11.1,37.4,,0.1,0.1,0.2,.372,,-0.9,3.3,2.3,0.0
2516,Rick Mahorn,1980-81,22,WSB,NBA,PF,52,696,13.6,.526,.000,.183,10.0,22.5,16.2,4.9,1.4,3.4,13.8,15.8,,0.4,1.3,1.8,.123,,-2.4,2.4,0.0,0.4
2517,Dan Majerle,1988-89,23,PHO,NBA,SG,54,1354,11.3,.479,.190,.294,5.1,11.1,8.2,11.8,2.1,0.6,9.0,15.7,,0.9,1.7,2.5,.090,,-0.1,1.3,1.2,1.1
2518,Renaldo Major,2006-07,24,GSW,NBA,PF,1,27,-3.7,.230,.000,.200,0.0,8.3,4.1,0.0,3.6,0.0,8.4,18.7,,-0.1,0.0,-0.1,-0.196,,-13.0,-2.3,-15.2,-0.1
2519,Thon Maker,2016-17,19,MIL,NBA,C,57,562,14.0,.558,.409,.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,,0.8,0.5,1.3,.113,,-0.5,-1.0,-1.5,0.1
2521,Jeff Malone,1983-84,22,WSB,NBA,SG,81,1976,11.3,.494,.081,.187,3.4,5.8,4.6,12.1,0.6,0.4,10.0,23.8,,0.2,1.1,1.3,.032,,-2.0,-2.7,-4.7,-1.3
2522,Karl Malone,1985-86,22,UTA,NBA,PF,81,2475,13.7,.504,.002,.399,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,,-2.4,4.3,1.9,.036,,-2.4,2.0,-0.5,1.0
2523,Moses Malone,1974-75,19,UTS,ABA,C,83,3205,19.6,.601,.001,.571,15.5,23.6,19.7,3.9,1.3,2.2,19.8,20.9,,5.1,5.1,10.2,.153,,1.2,0.8,2.0,3.2
2524,Matt Maloney,1996-97,25,HOU,NBA,PG,82,2386,12.3,.585,.620,.151,1.0,6.5,3.9,19.5,1.8,0.0,15.7,14.8,,3.2,2.1,5.3,.107,,0.9,-1.1,-0.1,1.1
2525,Steve Malovic,1979-80,23,TOT,NBA,PF,39,445,7.2,.507,.000,.403,8.4,12.3,10.3,6.9,0.8,0.7,22.6,9.0,,0.1,0.1,0.3,.027,,-3.0,-0.7,-3.7,-0.2
2530,Danny Manning,1988-89,22,LAC,NBA,PF,26,950,13.4,.538,.014,.288,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,,0.0,0.7,0.7,.034,,-1.0,0.5,-0.5,0.4
2531,Ed Manning,1967-68,24,BAL,NBA,PF,71,951,11.0,.469,,.382,,,,4.1,,,,,,0.2,1.2,1.4,.071,,,,,
2533,Rich Manning,1995-96,25,VAN,NBA,PF,29,311,7.6,.449,.009,.124,5.8,15.2,10.4,4.2,0.5,1.5,12.5,20.0,,-0.4,0.2,-0.2,-0.035,,-7.3,-2.3,-9.6,-0.6
2534,Pace Mannion,1983-84,23,GSW,NBA,SF,57,469,8.5,.444,.103,.183,5.0,9.0,6.8,12.8,2.5,0.2,14.5,13.2,,0.0,0.4,0.4,.040,,-3.1,-0.4,-3.5,-0.2
2536,Pete Maravich,1970-71,23,ATL,NBA,SG,81,2926,17.8,.512,,.313,,,4.6,18.3,,,,,,5.2,1.0,6.2,.102,,,,,
2538,Devyn Marble,2014-15,22,ORL,NBA,SG,16,208,5.9,.362,.500,.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,,-0.3,0.2,-0.1,-0.031,,-4.7,0.2,-4.5,-0.1
2539,Roy Marble,1989-90,23,ATL,NBA,SG,24,162,5.5,.360,.034,.500,10.4,6.6,8.5,8.9,2.2,0.4,16.5,21.9,,-0.4,0.1,-0.3,-0.089,,-5.1,-2.0,-7.1,-0.2
2540,Stephon Marbury,1996-97,19,MIN,NBA,PG,67,2324,16.1,.519,.331,.387,2.8,6.6,4.7,38.1,1.5,0.6,17.1,24.2,,2.5,1.2,3.7,.077,,2.0,-3.0,-1.0,0.6
2541,Sarunas Marciulionis,1989-90,25,GSW,NBA,SG,75,1695,15.5,.616,.070,.724,5.6,8.2,7.0,10.0,2.5,0.2,15.7,20.5,,3.1,0.7,3.8,.107,,1.2,-1.5,-0.3,0.7
2544,Shawn Marion,1999-00,21,PHO,NBA,SF,51,1260,17.1,.511,.047,.180,9.5,19.7,14.7,9.1,1.5,3.0,9.1,19.6,,1.7,2.4,4.1,.158,,-0.9,1.8,0.9,0.9
2545,Boban Marjanovic,2015-16,27,SAS,NBA,C,54,508,27.7,.662,.000,.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,,2.3,1.2,3.4,.325,,2.7,0.9,3.6,0.7
2546,Lauri Markkanen,2017-18,20,CHI,NBA,PF,55,1670,14.7,.539,.474,.175,3.9,23.7,13.5,6.4,0.9,1.8,8.4,21.6,,0.9,1.5,2.3,.067,,-1.1,-1.0,-2.1,0.0
2547,Damir Markota,2006-07,21,MIL,NBA,PF,30,170,5.0,.449,.308,.212,7.5,14.0,10.7,5.2,0.9,0.5,20.9,19.1,,-0.3,0.0,-0.2,-0.070,,-5.7,-3.3,-9.0,-0.3
2548,Sean Marks,1998-99,23,TOR,NBA,PF,8,28,7.8,.619,.000,.250,0.0,4.2,2.1,0.0,1.9,0.0,25.3,19.2,,0.0,0.0,0.0,-0.036,,-5.7,-4.6,-10.3,-0.1
2552,Donny Marshall,1995-96,23,CLE,NBA,SF,34,208,10.5,.462,.441,.515,5.7,11.1,8.3,5.8,2.2,0.9,7.7,22.0,,0.0,0.2,0.2,.051,,-2.8,-2.7,-5.5,-0.2
2553,Donyell Marshall,1994-95,21,TOT,NBA,SF,72,2086,12.5,.465,.277,.253,7.6,15.0,11.3,8.6,1.1,3.0,10.6,22.9,,-0.9,1.2,0.3,.007,,-2.2,-0.7,-2.9,-0.5
2554,Kendall Marshall,2012-13,21,PHO,NBA,PG,48,702,7.8,.455,.483,.093,0.6,6.3,3.4,29.4,1.6,0.4,26.6,13.6,,-0.4,0.2,-0.2,-0.012,,-4.1,-3.2,-7.3,-0.9
2555,Rawle Marshall,2005-06,23,DAL,NBA,SF,23,241,10.1,.488,.050,.483,4.1,11.3,7.7,6.5,1.8,2.2,17.1,17.0,,-0.1,0.3,0.2,.043,,-3.7,0.2,-3.5,-0.1
2558,Bill Martin,1985-86,23,IND,NBA,SF,66,691,11.5,.516,.027,.181,6.6,9.4,8.0,11.3,1.4,0.6,15.3,22.6,,0.0,0.7,0.6,.045,,-2.3,-1.5,-3.8,-0.3
2559,Bob Martin,1993-94,24,LAC,NBA,C,53,535,6.9,.503,.000,.580,7.2,15.9,11.6,4.1,0.7,3.7,20.8,10.8,,-0.1,0.4,0.3,.030,,-5.2,0.7,-4.5,-0.3
2560,Brian Martin,1985-86,23,TOT,NBA,SF-PF,8,21,-1.6,.381,.000,.286,5.5,17.3,11.3,0.0,0.0,2.9,20.2,19.0,,-0.1,0.0,-0.1,-0.132,,-11.5,-4.3,-15.8,-0.1
2561,Cartier Martin,2008-09,24,CHA,NBA,SF,33,266,9.2,.489,.429,.325,3.3,12.0,7.7,8.0,1.6,1.2,9.3,17.2,,0.1,0.3,0.4,.070,,-2.7,-0.9,-3.5,-0.1
2562,Cuonzo Martin,1995-96,24,VAN,NBA,SG,4,19,20.6,.765,.600,.400,6.0,6.4,6.2,19.5,2.8,0.0,14.5,16.5,,0.1,0.0,0.1,.170,,5.0,-2.0,3.0,0.0
2563,Darrick Martin,1994-95,23,MIN,NBA,PG,34,803,10.3,.485,.163,.279,2.2,7.6,4.9,28.2,2.2,0.0,19.2,18.4,,-0.2,0.3,0.1,.004,,-2.6,-2.4,-4.9,-0.6
2566,Fernando Martin,1986-87,24,POR,NBA,C,24,146,-0.9,.307,.032,.355,6.3,15.0,10.7,7.2,2.2,0.4,35.8,15.0,,-0.6,0.2,-0.4,-0.144,,-9.5,0.8,-8.7,-0.2
2567,Jarell Martin,2015-16,21,MEM,NBA,PF,27,380,14.0,.534,.017,.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,,0.5,0.2,0.8,.100,,-1.6,-1.6,-3.2,-0.1
2568,Jeff Martin,1989-90,23,LAC,NBA,SG,69,1351,8.7,.460,.036,.312,6.7,6.8,6.7,4.6,1.5,0.7,9.1,16.0,,0.0,0.9,0.9,.031,,-3.1,-1.1,-4.2,-0.7
2569,Kenyon Martin,2000-01,23,NJN,NBA,PF,68,2272,13.4,.472,.014,.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,,-0.4,2.5,2.1,.044,,-2.6,1.9,-0.7,0.8
2570,Kevin Martin,2004-05,21,SAC,NBA,PG,45,455,8.7,.464,.214,.470,7.1,7.1,7.1,6.8,1.8,0.5,14.5,16.1,,-0.1,0.2,0.1,.016,,-3.2,-1.7,-5.0,-0.3
2572,Maurice Martin,1986-87,22,DEN,NBA,SF,43,286,9.4,.448,.111,.489,4.1,11.4,7.5,15.9,2.1,1.2,16.7,26.5,,-0.5,0.2,-0.2,-0.042,,-4.8,-2.1,-6.9,-0.4
2576,Jamal Mashburn,1993-94,21,DAL,NBA,SF,79,2896,13.2,.480,.216,.317,3.9,10.3,6.8,15.8,1.6,0.3,13.5,26.6,,-0.2,1.0,0.9,.014,,-0.2,-2.2,-2.5,-0.4
2578,Anthony Mason,1989-90,23,NJN,NBA,PF,21,108,6.9,.397,.000,.375,10.2,24.2,16.7,9.7,0.9,1.1,19.1,21.4,,-0.2,0.1,-0.1,-0.055,,-7.2,-1.0,-8.2,-0.2
2579,Desmond Mason,2000-01,23,SEA,NBA,SF,78,1522,10.5,.483,.153,.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,,1.0,0.8,1.7,.055,,-1.9,-1.1,-3.0,-0.4
2580,Frank Mason III,2017-18,23,SAC,NBA,PG,34,620,12.1,.479,.203,.302,2.8,10.4,6.5,23.0,1.5,0.8,14.3,22.2,,-0.1,0.2,0.1,.005,,-2.5,-2.4,-4.9,-0.5
2581,Roger Mason,2002-03,22,CHI,NBA,SF,17,113,7.4,.471,.581,.065,2.0,9.6,5.9,16.3,1.8,0.0,13.6,14.5,,0.0,0.1,0.1,.038,,-1.6,-2.3,-3.8,-0.1
2582,Tony Massenburg,1990-91,23,SAS,NBA,PF,35,161,16.3,.514,.000,.750,16.7,22.8,19.9,3.6,1.2,3.4,14.0,24.0,,0.1,0.3,0.4,.129,,-3.2,-1.5,-4.6,-0.1
2584,Mangok Mathiang,2017-18,25,CHO,NBA,C,3,10,-1.5,.000,.000,.000,10.6,56.0,32.7,0.0,0.0,0.0,0.0,8.7,,0.0,0.0,0.0,-0.086,,-15.8,-5.3,-21.2,0.0
2586,Wes Matthews,1980-81,21,TOT,NBA,PG,79,2266,13.1,.549,.027,.323,2.2,4.6,3.4,26.2,2.3,0.4,22.7,20.7,,0.7,1.9,2.6,.055,,-0.7,-1.0,-1.7,0.2
2587,Wesley Matthews,2009-10,23,UTA,NBA,SG,82,2025,12.3,.592,.292,.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,,2.6,1.9,4.6,.108,,0.3,-0.5,-0.2,0.9
2589,Marlon Maxey,1992-93,23,MIN,NBA,PF,43,520,15.8,.578,.006,.414,15.4,22.5,19.0,3.9,1.1,2.2,16.0,20.3,,0.5,0.4,0.9,.087,,-2.0,-2.5,-4.5,-0.3
2590,Jason Maxiell,2005-06,22,DET,NBA,PF,26,159,8.0,.414,.000,.778,8.9,12.1,10.5,3.1,1.4,2.3,13.2,24.9,,-0.4,0.2,-0.2,-0.054,,-7.7,-2.1,-9.8,-0.3
2591,Cedric Maxwell,1977-78,22,BOS,NBA,SF,72,1213,17.8,.620,,.791,11.8,19.7,15.9,7.6,2.0,2.0,22.3,17.5,,2.4,1.8,4.2,.166,,0.3,1.3,1.6,1.1
2592,Vernon Maxwell,1988-89,23,SAS,NBA,SG,79,2065,12.1,.496,.156,.294,2.5,8.5,5.4,20.7,1.9,0.2,16.0,20.9,,0.1,1.4,1.5,.035,,-1.6,-1.7,-3.3,-0.7
2594,Scott May,1976-77,22,CHI,NBA,SF,72,2369,14.1,.498,,.238,6.1,13.2,9.6,9.6,1.6,0.4,,,,2.6,2.9,5.4,.110,,-0.8,0.1,-0.7,0.8
2595,Sean May,2005-06,21,CHA,NBA,PF,23,398,15.3,.474,.029,.374,11.5,20.9,15.9,9.7,2.2,2.3,14.2,25.9,,-0.1,0.5,0.4,.047,,-3.1,0.3,-2.8,-0.1
2596,Lee Mayberry,1992-93,22,MIL,NBA,PG,82,1503,11.0,.524,.293,.181,2.0,7.1,4.5,25.4,2.0,0.3,17.3,14.0,,1.1,0.6,1.8,.056,,-1.4,-2.2,-3.6,-0.6
2598,Tharon Mayes,1991-92,23,TOT,NBA,SG,24,255,6.4,.431,.414,.364,1.4,5.8,3.6,20.0,3.2,0.5,21.3,25.1,,-0.6,0.2,-0.4,-0.075,,-4.3,-2.2,-6.5,-0.3
2599,Bill Mayfield,1980-81,23,GSW,NBA,SF,7,54,6.8,.450,.000,.111,14.2,4.2,9.2,2.5,0.0,1.0,13.7,16.1,,0.0,0.0,0.0,.000,,-2.6,-3.8,-6.4,-0.1
2601,Eric Maynor,2009-10,22,TOT,NBA,PG,81,1269,11.8,.478,.193,.196,2.0,9.6,5.9,31.5,1.6,0.6,17.5,17.1,,0.5,1.4,1.9,.071,,-2.0,-1.4,-3.3,-0.4
2602,O.J. Mayo,2008-09,21,MEM,NBA,SG,82,3120,14.2,.539,.295,.219,2.2,10.1,6.1,15.5,1.6,0.3,13.8,24.5,,1.5,1.8,3.4,.052,,0.7,-1.6,-0.9,0.9
2603,Travis Mays,1990-91,22,SAC,NBA,PG,64,2145,12.3,.526,.272,.457,2.8,6.7,4.7,18.3,1.9,0.3,15.5,21.0,,0.8,1.3,2.1,.047,,-0.1,-1.4,-1.5,0.2
2605,Luc Mbah a Moute,2008-09,22,MIL,NBA,PF,82,2114,12.3,.516,.008,.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,,1.2,2.8,4.0,.092,,-1.9,2.2,0.2,1.2
2606,Bob McAdoo,1972-73,21,BUF,NBA,PF,80,2562,16.8,.498,,.271,,,13.3,8.1,,,,,,3.1,0.7,3.8,.071,,,,,
2607,James Michael McAdoo,2014-15,22,GSW,NBA,PF,15,137,17.7,.564,.000,.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,,0.2,0.3,0.5,.177,,-2.3,0.5,-1.8,0.0
2609,Ray McCallum,2013-14,22,SAC,NBA,PG,45,897,9.7,.439,.197,.143,2.2,7.8,5.0,21.0,1.2,0.8,10.9,17.6,,0.0,0.4,0.4,.020,,-2.3,-1.7,-4.1,-0.5
2610,Bob McCann,1989-90,25,DAL,NBA,SF,10,62,12.4,.479,.000,.667,7.4,14.4,11.0,13.7,1.6,2.0,18.1,23.5,,0.0,0.1,0.1,.041,,-4.2,0.0,-4.2,0.0
2612,Mel McCants,1989-90,22,LAL,NBA,SF,13,65,5.1,.373,.000,.308,1.8,8.5,5.3,4.1,2.3,0.9,3.3,20.0,,-0.1,0.1,0.0,-0.003,,-6.7,-1.9,-8.5,-0.1
2613,Rashad McCants,2005-06,21,MIN,NBA,SG,79,1362,12.6,.539,.336,.198,2.6,9.8,6.3,8.4,1.7,1.2,12.9,23.3,,0.2,1.4,1.6,.058,,-1.1,-1.8,-2.9,-0.3
2615,Andre McCarter,1976-77,23,KCK,NBA,PG,59,725,11.6,.488,,.175,2.2,5.8,3.9,18.6,1.4,0.0,,,,0.5,0.4,0.8,.055,,-2.1,-2.7,-4.8,-0.5
2619,Kelly McCarty,1998-99,23,DEN,NBA,SG,2,4,31.7,.667,.000,.000,56.0,29.9,43.3,0.0,0.0,0.0,40.0,56.6,,0.0,0.0,0.0,-0.238,,-7.2,-17.5,-24.8,0.0
2620,Walter McCarty,1996-97,22,NYK,NBA,PF,35,192,6.4,.431,.206,.206,5.2,9.1,7.2,11.5,1.9,3.8,18.6,21.9,,-0.4,0.3,0.0,-0.007,,-6.0,1.2,-4.7,-0.1
2621,Amal McCaskill,1996-97,23,ORL,NBA,C,17,109,6.1,.376,.063,.375,4.2,19.9,11.8,10.3,1.5,3.6,22.8,20.4,,-0.3,0.2,-0.2,-0.086,,-9.6,1.1,-8.5,-0.2
2622,Patrick McCaw,2016-17,21,GSW,NBA,SG,71,1074,8.6,.540,.502,.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,,0.5,1.2,1.7,.077,,-1.6,-0.2,-1.8,0.1
2623,Dwayne McClain,1985-86,22,IND,NBA,SF,45,461,8.3,.402,.050,.194,3.3,3.7,3.5,20.2,3.9,0.5,17.0,21.0,,-0.9,0.6,-0.3,-0.026,,-4.6,-0.2,-4.8,-0.3
2624,Ted McClain,1971-72,25,CAR,ABA,SG,64,900,7.6,.439,.128,.342,4.3,8.2,6.2,17.1,,,19.5,24.3,,-1.0,0.8,-0.1,-0.007,,,,,
2625,Dan McClintock,2000-01,23,DEN,NBA,C,6,58,9.9,.446,.000,.278,18.5,13.3,15.9,2.9,0.0,2.4,12.9,17.8,,0.0,0.0,0.0,.007,,-3.4,-3.2,-6.6,-0.1
2628,C.J. McCollum,2013-14,22,POR,NBA,SG,38,476,9.0,.521,.449,.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,,-0.2,0.3,0.2,.019,,-2.1,-2.0,-4.1,-0.3
2631,T.J. McConnell,2015-16,23,PHI,NBA,PG,81,1606,14.5,.511,.192,.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17.0,,0.6,1.4,1.9,.058,,-1.7,-0.4,-2.1,0.0
2632,Keith McCord,1980-81,23,WSB,NBA,SG,2,9,7.9,.500,.000,.000,11.6,11.8,11.7,16.5,0.0,0.0,33.3,26.8,,0.0,0.0,0.0,-0.136,,-6.3,-1.4,-7.7,0.0
2633,Tim McCormick,1984-85,22,SEA,NBA,C,78,1584,14.7,.606,.002,.545,10.7,18.4,14.6,7.4,0.5,1.2,16.0,18.8,,2.3,1.5,3.8,.114,,-0.7,-0.9,-1.6,0.2
2634,Jelani McCoy,1998-99,21,SEA,NBA,C,26,331,21.1,.704,.000,.553,9.3,18.3,13.8,2.2,1.8,4.5,9.6,14.3,,1.1,0.3,1.4,.201,,0.7,-0.1,0.6,0.2
2636,Chris McCray,2006-07,22,MIL,NBA,SG,5,12,-20.7,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.8,,-0.1,0.0,-0.1,-0.537,,-20.6,-4.0,-24.6,-0.1
2637,Rodney McCray,1983-84,22,HOU,NBA,SF,79,2081,14.4,.546,.006,.371,9.0,14.3,11.6,10.8,1.2,1.4,13.3,17.1,,2.7,1.9,4.6,.106,,0.3,0.7,1.0,1.6
2638,Scooter McCray,1983-84,23,SEA,NBA,PF,47,520,8.7,.451,.000,.413,9.9,15.2,12.6,10.8,1.0,2.0,19.2,14.1,,-0.2,0.5,0.3,.032,,-3.6,0.9,-2.7,-0.1
2639,Erik McCree,2017-18,24,UTA,NBA,SF,2,3,-14.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,,0.0,0.0,0.0,-0.363,,-17.1,-3.6,-20.7,0.0
2640,Chris McCullough,2015-16,20,BRK,NBA,PF,24,362,12.2,.470,.312,.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,,-0.1,0.4,0.3,.043,,-2.1,1.1,-1.0,0.1
2641,John McCullough,1981-82,25,PHO,NBA,SG,8,23,30.7,.691,.000,.385,4.9,14.1,9.6,26.4,4.2,0.0,16.5,32.6,,0.1,0.0,0.1,.239,,6.6,0.1,6.8,0.1
2642,Clint McDaniel,1995-96,23,SAC,NBA,SG,12,71,15.6,.499,.261,.696,4.9,11.5,8.2,15.4,3.6,0.0,6.2,19.8,,0.1,0.1,0.2,.151,,0.5,-0.6,-0.1,0.0
2643,Xavier McDaniel,1985-86,22,SEA,NBA,SF,82,2706,16.3,.525,.009,.310,13.1,15.6,14.3,11.4,1.8,0.8,15.7,24.5,,1.8,3.3,5.1,.091,,0.8,0.7,1.5,2.4
2644,Jim McDaniels,1971-72,23,TOT,TOT,C,70,2407,23.0,.537,.000,.244,10.1,25.1,17.2,6.9,,,10.5,26.9,,4.8,2.8,7.7,.153,,,,,
2645,K.J. McDaniels,2014-15,21,TOT,NBA,SG,62,1352,10.6,.494,.346,.306,5.0,11.4,8.0,9.3,1.6,4.2,17.6,19.3,,-0.9,1.5,0.6,.020,,-3.8,1.1,-2.7,-0.2
2646,Doug McDermott,2014-15,23,CHI,NBA,SF,36,321,6.1,.480,.383,.140,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,,-0.3,0.2,0.0,-0.005,,-4.8,-3.3,-8.0,-0.5
2647,Ben McDonald,1985-86,23,CLE,NBA,SF,21,266,6.7,.496,.017,.138,6.2,9.5,7.9,4.4,1.2,0.2,14.0,11.0,,0.0,0.2,0.2,.033,,-3.0,-0.1,-3.0,-0.1
2649,Michael McDonald,1997-98,28,CHH,NBA,C,1,4,-22.1,,,,30.5,0.0,15.1,0.0,0.0,0.0,100.0,23.1,,-0.1,0.0,-0.1,-0.638,,-20.8,-2.6,-23.4,0.0
2651,Hank McDowell,1981-82,22,GSW,NBA,PF,30,335,10.5,.466,.000,.488,13.1,19.5,16.3,7.3,0.8,1.3,17.1,14.8,,0.1,0.3,0.4,.062,,-2.5,0.0,-2.5,0.0
2652,Antonio McDyess,1995-96,21,DEN,NBA,PF,76,2280,15.6,.516,.005,.276,11.6,17.4,14.5,5.8,1.2,3.6,13.5,22.4,,0.9,2.7,3.6,.075,,-2.0,0.4,-1.6,0.2
2653,Jim McElroy,1975-76,22,NOJ,NBA,PG,51,1134,12.5,.556,,.372,3.0,6.7,4.8,13.3,1.7,0.2,,,,1.7,0.9,2.6,.108,,-1.0,-0.2,-1.3,0.2
