,Name,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer36,FGAPer36,FG%Per36,3pPer36,3PAPer36,3p%Per36,2pPer36,2pAPer36,2p%Per36,FTPer36,FTAPer36,FT%Per36,ORGPer36,DRBPer36,TotalRebPer36,AstPer36,StealPer36,BlkPer36,TOVPer36,FoulsPer36,PtsPer36
4165,Jay Vincent,Career,,,NBA,,576,225,15556,8.1,17.0,.474,0.0,0.1,.148,8.1,17.0,.475,4.0,5.2,.784,2.3,5.1,7.3,2.6,1.0,0.4,2.5,3.8,20.2
4166,Sam Vincent,Career,,,NBA,,396,168,7527,5.6,12.4,.449,0.1,0.4,.182,5.5,12.0,.458,3.7,4.2,.863,0.8,3.2,3.9,7.4,1.3,0.3,3.1,2.9,14.9
4167,Marcus Vinicius,Career,,,NBA,,26,0,172,3.3,7.3,.457,1.7,4.0,.421,1.7,3.3,.500,2.1,3.8,.556,0.6,3.3,4.0,1.5,0.6,0.4,1.9,2.9,10.5
4168,Fred Vinson,Career,,,NBA,,13,0,67,3.2,12.9,.250,1.6,7.0,.231,1.6,5.9,.273,1.1,1.6,.667,0.0,0.5,0.5,0.5,1.6,0.0,3.2,3.2,9.1
4169,Claude Virden,Career,,,ABA,,31,,825,5.7,14.3,.398,0.0,0.1,.000,5.7,14.2,.400,2.0,2.6,.780,2.1,4.6,6.7,3.2,,,2.1,3.7,13.4
4170,Gary Voce,Career,,,NBA,,1,0,4,9.0,27.0,.333,0.0,0.0,,9.0,27.0,.333,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0
4172,Alexander Volkov,Career,,,NBA,,149,31,2453,5.7,12.5,.455,0.7,2.1,.333,5.0,10.4,.480,2.9,4.7,.613,2.3,3.4,5.6,4.9,1.5,0.8,2.3,5.0,15.0
4174,Noah Vonleh,Career,,,NBA,,216,109,3243,3.7,8.2,.453,0.3,1.0,.301,3.4,7.2,.474,1.6,2.3,.683,3.2,7.6,10.8,0.9,0.8,0.8,1.6,4.1,9.3
4175,Jake Voskuhl,Career,,,NBA,,450,93,6443,3.8,7.7,.487,0.0,0.0,.333,3.8,7.7,.488,2.6,3.7,.714,3.1,5.5,8.6,1.3,0.8,0.9,1.9,6.5,10.1
4176,Danny Vranes,Career,,,NBA,,510,246,10624,3.6,7.2,.496,0.0,0.1,.105,3.6,7.2,.499,1.7,3.0,.570,2.6,4.2,6.8,2.0,1.1,0.9,1.8,4.6,8.9
4177,Slavko Vranes,Career,,,NBA,,1,0,3,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
4178,Stojko Vrankovic,Career,,,NBA,,170,73,2050,3.5,7.3,.477,0.0,0.0,,3.5,7.3,.477,1.4,2.3,.598,2.7,6.3,9.1,1.0,0.4,3.1,2.3,5.6,8.3
4179,Brett Vroman,Career,,,NBA,,11,,93,3.9,10.5,.370,0.0,0.4,.000,3.9,10.1,.385,5.4,7.4,.737,2.7,7.0,9.7,3.5,1.9,1.9,3.5,10.1,13.2
4180,Jackson Vroman,Career,,,NBA,,87,20,1111,3.5,8.6,.408,0.0,0.1,.000,3.5,8.5,.412,2.2,3.9,.580,3.1,5.3,8.5,1.7,1.2,1.0,2.8,5.9,9.2
4181,Nikola Vucevic,Career,,,NBA,,438,377,13085,7.9,15.8,.502,0.2,0.7,.322,7.7,15.1,.510,1.8,2.4,.726,3.3,8.5,11.9,2.6,1.0,1.1,2.1,3.2,17.8
4182,Sasha Vujacic,Career,,,NBA,,581,58,8908,4.3,11.1,.390,2.2,5.9,.367,2.2,5.3,.415,1.7,1.9,.858,0.8,3.6,4.4,3.0,1.4,0.1,1.3,3.6,12.5
4183,Dwyane Wade,Career,,,NBA,,968,907,33582,8.6,17.7,.483,0.5,1.7,.289,8.1,16.0,.504,5.9,7.7,.767,1.3,3.7,4.9,5.7,1.7,0.9,3.4,2.3,23.5
4184,Mark Wade,Career,,,NBA,,12,0,126,0.9,5.7,.150,0.0,0.6,.000,0.9,5.1,.167,0.6,1.1,.500,0.9,3.4,4.3,10.3,2.0,0.3,3.7,3.7,2.3
4185,Von Wafer,Career,,,NBA,,200,14,2475,5.7,13.5,.420,1.5,4.6,.325,4.2,8.9,.469,2.5,3.3,.751,0.6,2.9,3.4,2.1,1.1,0.3,1.9,2.3,15.3
4187,Dajuan Wagner,Career,,,NBA,,103,28,2202,5.8,15.8,.366,1.5,4.7,.321,4.3,11.1,.385,2.7,3.5,.770,0.5,1.8,2.3,3.2,1.1,0.2,2.2,3.5,15.8
4189,Milt Wagner,Career,,,NBA,,53,5,496,6.2,14.8,.422,0.6,2.0,.296,5.7,12.8,.441,2.5,2.9,.875,0.3,2.3,2.5,5.5,0.6,0.5,2.5,4.1,15.6
4191,Dion Waiters,Career,,,NBA,,365,183,10490,6.4,15.6,.412,1.5,4.5,.341,4.9,11.0,.441,2.3,3.3,.701,0.5,2.8,3.3,3.5,1.2,0.3,2.3,2.5,16.7
4192,Granville Waiters,Career,,,NBA,,249,39,2547,3.8,8.3,.458,0.0,0.1,.000,3.8,8.3,.462,0.9,1.7,.559,2.6,5.0,7.6,1.7,0.8,2.6,2.2,5.8,8.6
4193,Andre Wakefield,Career,,,NBA,,81,,633,3.9,10.9,.354,0.0,0.0,,3.9,10.9,.354,2.9,4.1,.708,1.4,3.1,4.5,4.2,1.1,0.1,4.6,4.7,10.6
4196,Antoine Walker,Career,,,NBA,,893,707,31531,6.9,16.8,.414,1.6,4.9,.325,5.4,11.9,.450,2.4,3.8,.633,2.2,5.7,7.9,3.6,1.2,0.5,2.9,2.9,17.9
4199,Darrell Walker,Career,,,NBA,,720,356,18601,4.8,11.0,.435,0.0,0.2,.059,4.8,10.8,.441,2.8,3.9,.713,2.0,4.0,6.1,6.3,2.1,0.4,2.8,3.5,12.4
4200,Foots Walker,Career,,,NBA,,658,64,15036,3.7,8.5,.435,0.0,0.2,.227,3.7,8.4,.437,2.7,3.5,.762,1.1,2.9,4.0,7.4,2.4,0.2,2.5,3.4,10.1
4201,Henry Walker,Career,,,NBA,,181,35,3016,4.6,10.3,.446,2.3,6.1,.369,2.3,4.2,.560,1.4,1.8,.760,0.7,4.1,4.8,1.8,1.1,0.3,1.7,4.5,12.9
4204,Kemba Walker,Career,,,NBA,,504,459,17129,7.0,16.8,.415,2.0,5.7,.358,4.9,11.1,.444,4.1,4.9,.831,0.6,3.4,4.0,5.7,1.4,0.4,2.2,1.6,20.1
4205,Kenny Walker,Career,,,NBA,,448,160,9050,4.9,10.2,.485,0.0,0.1,.206,4.9,10.0,.489,2.5,3.4,.749,3.0,4.2,7.1,1.2,0.9,1.2,1.4,4.7,12.4
4207,Samaki Walker,Career,,,NBA,,445,143,7612,4.4,9.6,.462,0.0,0.0,.111,4.4,9.5,.464,2.4,3.8,.630,3.0,6.9,9.9,1.2,0.6,1.5,1.9,4.2,11.2
4208,Wally Walker,Career,,,NBA,,565,147,10168,6.1,13.0,.467,0.0,0.1,.200,6.1,13.0,.468,1.9,2.9,.643,2.3,4.0,6.2,3.0,0.8,0.4,2.3,3.9,14.0
4209,John Wall,Career,,,NBA,,537,525,19300,6.8,15.8,.432,0.9,2.8,.325,6.0,13.1,.455,4.3,5.5,.786,0.6,3.8,4.4,9.2,1.7,0.7,3.8,2.3,18.9
4210,Ben Wallace,Career,,,NBA,,1088,912,32085,2.9,6.1,.474,0.0,0.1,.137,2.9,6.0,.477,1.2,3.0,.414,3.9,7.9,11.8,1.6,1.5,2.4,1.2,2.3,7.0
4211,Gerald Wallace,Career,,,NBA,,832,611,24731,5.1,10.9,.469,0.6,1.9,.312,4.5,9.0,.502,3.6,5.1,.709,1.7,5.4,7.0,2.5,1.7,1.0,2.2,2.7,14.5
4212,John Wallace,Career,,,NBA,,381,45,6143,6.8,14.6,.462,0.1,0.3,.300,6.7,14.3,.465,3.4,4.6,.740,1.9,4.3,6.2,1.6,0.8,1.3,2.8,4.1,17.0
4213,Rasheed Wallace,Career,,,NBA,,1109,956,36243,6.3,13.4,.467,1.1,3.2,.336,5.2,10.2,.508,2.3,3.1,.721,1.6,5.8,7.4,2.0,1.1,1.5,1.7,3.2,15.9
4215,Tyrone Wallace,Career,,,NBA,,21,12,581,4.8,10.3,.461,0.5,1.6,.308,4.3,8.7,.489,3.1,4.0,.781,0.9,3.5,4.4,3.3,1.1,0.6,1.5,3.6,13.1
4217,Jamie Waller,Career,,,NBA,,9,0,91,6.3,15.8,.400,0.0,0.8,.000,6.3,15.0,.421,4.0,7.1,.556,3.6,1.6,5.1,1.2,1.6,0.4,4.4,5.1,16.6
4218,Taurean Prince,Career,,,NBA,,122,73,2867,5.0,12.3,.408,1.9,5.2,.360,3.1,7.0,.445,2.2,2.7,.807,0.8,4.9,5.7,2.5,1.4,0.7,2.5,2.9,14.1
4220,Matt Walsh,Career,,,NBA,,2,0,3,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,0.0,24.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0
4221,Rex Walters,Career,,,NBA,,335,67,4602,4.5,10.1,.441,1.5,4.1,.361,3.0,6.1,.495,1.7,2.1,.809,0.6,2.5,3.2,4.5,1.0,0.2,2.3,3.4,12.1
4224,Bill Walton,Career,,,NBA,,468,117,13250,6.9,13.3,.521,0.0,0.0,.000,6.9,13.3,.521,3.0,4.6,.660,3.0,10.4,13.4,4.3,1.0,2.8,3.8,3.5,16.9
4225,Derrick Walton,Career,,,NBA,,14,0,137,2.1,6.3,.333,1.8,4.5,.412,0.3,1.8,.143,1.1,1.1,1.000,0.3,2.9,3.2,3.9,1.3,0.8,0.5,1.6,7.1
4226,Lloyd Walton,Career,,,NBA,,341,,5387,4.0,8.8,.454,0.0,0.1,.250,4.0,8.8,.455,1.6,2.3,.711,0.8,1.7,2.5,8.3,1.8,0.2,3.2,2.4,9.6
4227,Luke Walton,Career,,,NBA,,564,138,9685,3.9,9.1,.429,0.7,2.1,.326,3.2,7.0,.459,1.4,1.9,.715,1.8,4.1,5.9,4.9,1.2,0.4,2.2,3.0,9.8
4230,Charlie Ward,Career,,,NBA,,630,285,14080,3.6,8.8,.408,1.6,4.5,.364,1.9,4.3,.455,1.3,1.7,.771,0.6,3.6,4.2,6.5,2.0,0.3,2.7,3.3,10.1
4232,Henry Ward,Career,,,TOT,,88,,859,7.9,17.7,.444,0.3,1.2,.261,7.6,16.8,.455,1.3,1.8,.705,2.3,4.9,7.3,1.7,0.9,0.6,2.4,5.4,17.3
4233,Casper Ware,Career,,,NBA,,9,0,116,5.6,13.0,.429,2.2,6.5,.333,3.4,6.5,.524,1.6,1.9,.833,0.0,2.8,2.8,3.1,2.5,0.0,1.6,3.4,14.9
4238,Bob Warren,Career,,,ABA,,486,,9908,5.5,12.6,.440,0.3,1.3,.262,5.2,11.3,.461,4.3,5.4,.801,2.5,3.1,5.6,3.3,1.1,0.5,3.0,4.1,15.8
4240,T.J. Warren,Career,,,NBA,,213,124,5699,7.7,15.4,.499,0.5,1.7,.280,7.2,13.7,.527,2.3,3.1,.752,2.1,3.4,5.5,1.4,1.2,0.7,1.2,2.9,18.2
4241,Willie Warren,Career,,,NBA,,19,0,134,3.5,9.4,.371,1.3,4.0,.333,2.1,5.4,.400,1.6,2.1,.750,0.3,3.0,3.2,7.3,1.6,0.0,2.1,4.3,9.9
4242,Bryan Warrick,Career,,,NBA,,169,26,2379,4.0,9.0,.443,0.1,0.4,.208,3.9,8.6,.452,2.2,3.0,.747,0.6,2.7,3.3,6.6,1.2,0.3,3.2,4.6,10.2
4243,Hakim Warrick,Career,,,NBA,,526,108,10624,6.0,12.3,.490,0.1,0.4,.191,5.9,11.9,.499,4.7,6.4,.726,2.3,4.8,7.2,1.4,0.7,0.5,2.1,3.3,16.8
4244,Chris Washburn,Career,,,NBA,,72,2,645,5.2,12.6,.412,0.0,0.1,.000,5.2,12.6,.413,2.0,4.6,.439,3.6,6.3,9.8,1.2,0.6,0.9,3.1,4.5,12.4
4246,Darius Washington,Career,,,NBA,,18,0,146,5.2,11.8,.438,1.0,3.0,.333,4.2,8.9,.472,1.7,3.2,.538,1.0,3.9,4.9,3.7,1.2,0.0,3.5,3.9,13.1
4247,Donald Washington,Career,,,ABA,,56,,496,6.6,14.6,.453,0.0,0.1,.000,6.6,14.4,.457,2.8,4.1,.679,3.3,4.1,7.4,2.4,0.9,1.5,3.8,8.1,16.0
4248,Duane Washington,Career,,,NBA,,19,0,184,3.5,9.2,.383,0.4,0.8,.500,3.1,8.4,.372,3.1,3.9,.800,1.0,3.7,4.7,7.6,2.5,0.0,2.2,4.9,10.6
4249,Eric Washington,Career,,,NBA,,104,42,2300,4.3,10.7,.402,1.3,3.7,.346,3.0,7.0,.431,1.4,1.8,.757,1.3,2.1,3.4,1.7,1.2,0.7,1.7,3.6,11.2
4251,Kermit Washington,Career,,,NBA,,507,5,12815,5.0,9.5,.526,0.0,0.0,.000,5.0,9.5,.526,3.1,4.8,.656,4.3,7.6,11.9,2.0,1.1,1.5,2.4,4.6,13.1
4252,Pearl Washington,Career,,,NBA,,194,79,4044,5.9,13.1,.452,0.1,0.8,.184,5.8,12.3,.469,2.8,3.7,.746,1.2,2.0,3.3,6.5,2.3,0.1,3.9,4.0,14.8
4253,Richard Washington,Career,,,NBA,,351,2,7874,6.7,14.9,.453,0.0,0.0,.250,6.7,14.8,.453,2.3,3.3,.711,3.1,6.9,10.1,1.9,1.0,1.3,2.8,5.4,15.8
4255,Trooper Washington,Career,,,ABA,,426,,13235,5.1,9.6,.532,0.0,0.0,.333,5.1,9.6,.533,2.0,3.2,.615,4.4,7.2,11.6,2.8,,,2.9,3.9,12.2
4257,Darryl Watkins,Career,,,NBA,,14,0,169,2.6,6.2,.414,0.0,0.0,,2.6,6.2,.414,2.3,4.9,.478,2.8,5.5,8.3,0.6,1.5,1.3,3.2,4.7,7.5
4259,C.J. Watson,Career,,,NBA,,600,104,12093,4.5,10.8,.419,1.4,3.8,.373,3.1,7.0,.444,2.5,3.1,.812,0.6,2.8,3.4,4.4,1.7,0.2,1.9,2.7,12.9
4260,Earl Watson,Career,,,NBA,,878,227,19494,3.9,9.5,.411,0.9,2.9,.324,3.0,6.6,.449,1.6,2.3,.703,0.9,2.8,3.7,7.1,1.6,0.3,2.9,3.2,10.3
4261,Jamie Watson,Career,,,NBA,,102,7,1248,3.6,7.8,.468,0.3,1.1,.316,3.3,6.7,.494,1.7,2.5,.694,1.1,3.2,4.3,3.4,1.9,0.5,2.7,4.4,9.3
4265,Maalik Wayns,Career,,,NBA,,29,1,211,4.6,15.4,.300,1.2,5.3,.226,3.4,10.1,.339,2.9,3.2,.895,0.2,1.4,1.5,4.9,1.4,0.0,2.6,5.1,13.3
4266,David Wear,Career,,,NBA,,2,0,7,0.0,10.3,.000,0.0,5.1,.000,0.0,5.1,.000,0.0,0.0,,10.3,0.0,10.3,5.1,0.0,0.0,0.0,5.1,0.0
4267,Travis Wear,Career,,,NBA,,51,1,672,4.5,11.2,.402,0.6,1.6,.367,3.9,9.6,.408,1.1,1.4,.769,1.7,4.0,5.7,2.1,0.8,0.6,1.9,2.9,10.7
4268,Clarence Weatherspoon,Career,,,NBA,,915,612,27736,5.2,11.1,.471,0.0,0.1,.196,5.2,11.0,.473,3.1,4.2,.743,2.8,6.1,8.9,1.7,1.1,1.0,1.9,2.6,13.6
4269,Nick Weatherspoon,Career,,,NBA,,453,,9680,6.4,14.0,.455,0.0,0.0,,6.4,14.0,.455,2.5,3.5,.713,2.9,5.4,8.3,1.6,1.3,0.5,2.6,4.6,15.2
4270,Kyle Weaver,Career,,,NBA,,73,19,1379,3.5,7.9,.441,1.1,3.1,.353,2.4,4.8,.497,1.4,1.9,.736,0.9,3.2,4.1,3.1,1.4,0.9,2.1,2.5,9.5
4271,James Webb,Career,,,NBA,,9,0,108,1.7,7.0,.238,1.3,5.7,.235,0.3,1.3,.250,0.0,0.0,,2.3,5.0,7.3,1.3,0.3,0.0,1.0,3.3,4.7
4273,Marcus Webb,Career,,,NBA,,9,0,51,9.2,17.6,.520,0.0,0.7,.000,9.2,16.9,.542,9.2,14.8,.619,3.5,3.5,7.1,1.4,0.7,1.4,3.5,7.8,27.5
4274,Spud Webb,Career,,,NBA,,814,429,20288,5.2,11.4,.452,0.6,1.8,.314,4.6,9.6,.478,3.5,4.1,.848,0.6,2.5,3.1,7.7,1.6,0.2,2.9,2.9,14.3
4275,Chris Webber,Career,,,NBA,,831,827,30847,8.4,17.5,.479,0.3,1.0,.299,8.1,16.5,.490,3.0,4.6,.649,2.7,6.8,9.5,4.1,1.4,1.4,2.7,3.2,20.1
4276,Briante Weber,Career,,,NBA,,40,4,492,3.5,8.9,.397,0.4,1.8,.208,3.1,7.1,.443,1.3,1.8,.750,1.4,3.7,5.0,4.0,2.3,0.5,1.8,3.4,8.7
4279,Jeff Webster,Career,,,NBA,,11,0,58,5.0,14.3,.348,1.2,3.7,.333,3.7,10.6,.353,0.0,0.0,,1.2,3.1,4.3,1.9,2.5,0.0,1.9,4.3,11.2
4280,Martell Webster,Career,,,NBA,,580,266,13914,4.4,10.5,.418,2.0,5.3,.382,2.3,5.2,.454,2.3,2.9,.791,0.9,3.8,4.7,1.5,0.8,0.4,1.4,2.7,13.1
4281,Marvin Webster,Career,,,TOT,,617,37,13364,4.4,9.0,.488,0.0,0.0,.286,4.4,9.0,.488,2.8,4.5,.621,4.0,7.4,11.4,2.0,0.6,2.4,2.6,4.1,11.6
4282,Scott Wedman,Career,,,NBA,,906,105,25927,7.2,14.9,.481,0.2,0.7,.335,7.0,14.5,.485,2.1,2.7,.794,2.1,4.0,6.0,2.5,1.2,0.4,1.8,3.5,16.5
4283,Sonny Weems,Career,,,NBA,,183,47,3335,5.5,11.9,.465,0.4,1.3,.283,5.2,10.6,.487,1.4,2.0,.702,0.9,3.4,4.3,2.8,0.9,0.3,2.1,2.9,12.8
4285,Brant Weidner,Career,,,NBA,,8,0,38,1.9,8.5,.222,0.0,0.0,,1.9,8.5,.222,3.8,3.8,1.000,3.8,6.6,10.4,0.0,0.0,1.9,1.9,4.7,7.6
4288,Bonzi Wells,Career,,,NBA,,591,275,15133,6.7,14.5,.460,0.5,1.6,.327,6.2,12.9,.477,3.1,4.4,.697,1.9,4.6,6.5,3.0,1.8,0.5,2.9,3.6,17.0
4289,Bubba Wells,Career,,,NBA,,39,2,395,4.4,10.6,.414,0.1,0.5,.167,4.3,10.0,.427,2.8,3.9,.721,2.0,4.2,6.2,3.1,1.4,0.4,2.8,3.6,11.7
4292,Chris Welp,Career,,,NBA,,109,3,1173,4.3,9.6,.446,0.0,0.0,.000,4.3,9.6,.447,2.4,3.6,.681,2.7,5.4,8.1,1.3,1.0,1.7,2.0,7.9,11.0
4293,Jiri Welsch,Career,,,NBA,,247,102,4596,4.0,10.0,.403,0.9,2.7,.343,3.1,7.3,.425,2.9,3.8,.752,0.9,3.8,4.7,2.9,1.5,0.1,2.1,3.1,11.9
4294,Bill Wennington,Career,,,NBA,,720,88,9740,5.1,11.1,.459,0.0,0.1,.139,5.1,11.0,.463,2.0,2.5,.787,2.5,5.4,7.9,1.6,0.8,0.9,1.6,6.2,12.2
4295,Matt Wenstrom,Career,,,NBA,,11,0,37,5.8,9.7,.600,0.0,0.0,,5.8,9.7,.600,5.8,9.7,.600,5.8,5.8,11.7,0.0,0.0,1.9,3.9,6.8,17.5
4296,Robert Werdann,Career,,,NBA,,47,0,273,4.9,12.9,.378,0.0,0.1,.000,4.9,12.8,.381,3.6,6.2,.574,4.1,6.6,10.7,1.2,1.7,1.1,2.6,8.6,13.3
4298,David Wesley,Career,,,NBA,,949,796,30272,5.1,11.9,.424,1.3,3.6,.368,3.7,8.3,.448,2.6,3.4,.786,0.6,2.2,2.9,4.9,1.5,0.2,2.2,2.7,14.1
4300,David West,Career,,,NBA,,1020,742,28950,7.1,14.2,.496,0.1,0.3,.266,7.0,14.0,.500,3.2,3.9,.817,2.2,5.9,8.1,2.8,0.9,1.0,2.0,3.0,17.4
4301,Delonte West,Career,,,NBA,,432,258,11842,4.9,10.9,.448,1.1,3.1,.372,3.7,7.8,.479,1.9,2.3,.826,0.6,3.2,3.8,4.7,1.4,0.5,2.1,2.5,12.8
4302,Doug West,Career,,,NBA,,676,379,16649,5.7,11.8,.481,0.1,0.4,.191,5.6,11.4,.491,2.5,3.2,.801,1.2,2.5,3.6,2.8,1.0,0.4,1.8,4.0,14.0
4304,Mario West,Career,,,NBA,,162,9,796,2.5,5.7,.448,0.1,0.5,.200,2.4,5.2,.470,1.8,3.2,.563,2.7,3.7,6.4,2.3,2.0,0.4,1.4,6.1,7.0
4305,Mark West,Career,,,NBA,,1090,548,20213,4.5,7.8,.580,0.0,0.0,.000,4.5,7.8,.581,2.1,3.8,.568,3.2,6.3,9.5,0.8,0.6,2.5,2.2,5.6,11.1
4308,Russell Westbrook,Career,,,NBA,,730,713,25035,8.4,19.3,.434,1.1,3.6,.310,7.2,15.6,.463,6.2,7.6,.816,1.8,5.1,6.8,8.5,1.8,0.3,4.2,2.5,24.0
4309,Paul Westphal,Career,,,NBA,,823,73,20947,8.7,17.3,.504,0.3,1.0,.275,8.6,17.0,.508,4.5,5.4,.820,0.7,2.0,2.7,6.2,1.8,0.5,3.3,2.9,22.0
4311,Robert Whaley,Career,,,NBA,,23,0,212,3.9,9.7,.404,0.0,0.0,,3.9,9.7,.404,0.5,1.0,.500,2.7,4.6,7.3,2.9,1.2,1.4,2.4,7.0,8.3
4312,Ennis Whatley,Career,,,NBA,,385,193,7108,4.3,9.1,.468,0.0,0.2,.097,4.3,9.0,.475,2.3,3.1,.755,1.0,2.4,3.4,8.9,1.9,0.2,3.5,3.6,10.9
4313,DeJuan Wheat,Career,,,NBA,,80,0,740,4.5,11.8,.383,1.5,3.7,.390,3.1,8.1,.380,2.4,3.4,.700,0.7,2.0,2.7,6.2,1.6,0.1,2.8,3.5,12.9
4314,Clinton Wheeler,Career,,,NBA,,87,0,867,4.4,9.1,.489,0.0,0.0,.000,4.4,9.1,.491,1.7,2.2,.741,1.5,1.5,2.9,6.5,2.6,0.1,3.2,2.6,10.5
4315,Tyson Wheeler,Career,,,NBA,,1,0,3,12.0,12.0,1.000,12.0,12.0,1.000,0.0,0.0,,12.0,24.0,.500,0.0,0.0,0.0,24.0,0.0,0.0,0.0,12.0,48.0
4317,Andrew White,Career,,,NBA,,3,0,37,7.8,17.5,.444,2.9,10.7,.273,4.9,6.8,.714,0.0,1.0,.000,1.9,1.9,3.9,1.0,1.0,0.0,1.0,3.9,18.5
4318,D.J. White,Career,,,NBA,,138,11,2111,5.9,11.7,.507,0.0,0.1,.333,5.9,11.7,.507,1.9,2.7,.720,2.0,5.5,7.5,1.4,0.7,1.0,1.1,3.4,13.8
4319,Derrick White,Career,,,NBA,,16,0,120,3.6,7.5,.480,1.2,2.4,.500,2.4,5.1,.471,3.6,5.4,.667,1.5,5.1,6.6,2.4,1.2,0.6,1.8,2.4,12.0
4320,Eric White,Career,,,NBA,,55,4,788,5.8,11.1,.525,0.0,0.0,1.000,5.8,11.1,.523,3.6,4.5,.798,3.0,3.1,6.0,1.2,0.8,0.2,2.1,3.3,15.4
4323,Jahidi White,Career,,,NBA,,334,209,5913,4.5,8.8,.510,0.0,0.0,.000,4.5,8.8,.510,2.9,5.5,.534,4.3,7.5,11.8,0.4,0.7,2.2,2.4,5.4,11.9
4324,James White,Career,,,NBA,,67,18,583,4.4,10.0,.438,1.0,3.1,.340,3.3,6.9,.482,1.4,2.1,.676,0.5,3.7,4.2,2.2,1.0,0.4,1.5,3.3,11.2
4325,Jo Jo White,Career,,,NBA,,837,,29941,7.4,16.7,.444,0.0,0.1,.167,7.4,16.7,.444,2.5,3.0,.834,0.9,2.7,4.0,4.9,1.3,0.2,2.9,2.5,17.3
4326,Okaro White,Career,,,NBA,,41,4,551,2.6,6.7,.388,1.0,2.9,.356,1.6,3.8,.414,1.4,1.6,.880,1.8,4.2,6.1,1.5,0.7,0.7,1.2,3.8,7.7
4327,Randy White,Career,,,NBA,,281,66,5382,5.2,13.1,.401,0.2,0.9,.193,5.1,12.1,.417,3.3,4.6,.707,3.6,5.6,9.1,1.2,1.4,0.8,2.5,5.8,13.9
4328,Rodney White,Career,,,NBA,,218,21,3354,6.6,15.6,.424,1.0,3.1,.314,5.6,12.5,.452,2.3,3.1,.749,1.2,4.0,5.2,2.5,1.3,0.7,3.1,3.3,16.5
4329,Rory White,Career,,,NBA,,324,81,5410,6.5,12.8,.506,0.0,0.1,.077,6.5,12.7,.509,3.0,4.3,.681,2.3,2.7,5.0,1.5,1.2,0.3,2.2,3.5,15.9
4330,Royce White,Career,,,NBA,,3,0,9,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
4331,Rudy White,Career,,,NBA,,124,,1185,4.7,11.6,.408,0.0,0.1,.000,4.7,11.6,.409,2.2,2.9,.742,1.1,2.6,3.6,3.4,1.6,0.2,2.8,3.8,11.7
4332,Tony White,Career,,,NBA,,49,0,581,6.9,15.4,.446,0.0,0.4,.000,6.9,15.1,.457,2.4,3.3,.722,0.7,1.2,1.9,3.7,1.2,0.1,2.9,3.5,16.2
4333,Willie White,Career,,,NBA,,82,4,577,7.9,18.2,.432,0.6,2.0,.313,7.2,16.2,.446,2.5,3.4,.741,2.0,3.0,5.0,5.1,1.4,0.2,3.4,3.0,18.8
4334,Isaiah Whitehead,Career,,,NBA,,89,26,1823,4.8,11.7,.411,1.0,3.3,.305,3.8,8.4,.452,2.1,2.6,.788,0.7,3.4,4.1,4.2,1.0,0.8,3.3,3.9,12.7
4335,Jerome Whitehead,Career,,,NBA,,679,200,11828,5.5,11.1,.497,0.0,0.0,.000,5.5,11.1,.497,2.4,3.4,.718,3.5,6.5,9.9,1.1,0.8,0.6,2.1,5.6,13.5
4336,Donald Whiteside,Career,,,NBA,,30,1,275,2.5,7.5,.333,1.6,4.8,.324,0.9,2.6,.350,1.4,2.2,.647,0.3,1.4,1.7,4.8,1.4,0.0,2.4,3.0,8.0
4337,Hassan Whiteside,Career,,,NBA,,260,195,7006,7.5,13.0,.578,0.0,0.0,1.000,7.5,13.0,.578,3.2,5.1,.621,4.3,11.1,15.3,0.7,0.8,3.3,2.2,3.4,18.2
4338,Dwayne Whitfield,Career,,,NBA,,8,1,122,3.8,8.9,.433,0.0,0.0,,3.8,8.9,.433,4.1,6.5,.636,2.7,4.7,7.4,0.6,0.9,0.6,2.4,4.1,11.8
4339,Chris Whitney,Career,,,NBA,,579,165,10052,4.4,11.1,.395,2.0,5.5,.361,2.4,5.7,.427,2.6,3.0,.875,0.3,2.6,2.9,5.8,1.3,0.1,2.2,3.5,13.4
4341,Hawkeye Whitney,Career,,,NBA,,70,4,1048,6.0,13.0,.462,0.1,0.2,.286,5.9,12.7,.465,1.9,2.5,.750,1.4,3.6,5.0,3.0,2.0,0.2,2.1,4.4,13.9
4342,Shayne Whittington,Career,,,NBA,,27,0,149,5.8,12.8,.453,0.2,1.9,.125,5.6,10.9,.511,4.6,6.0,.760,3.6,6.3,9.9,2.2,1.4,0.7,2.4,6.0,16.4
4343,Sidney Wicks,Career,,,NBA,,760,,25762,7.1,15.4,.459,0.0,0.0,.000,7.1,15.4,.459,3.8,5.5,.685,2.9,6.1,9.3,3.4,1.1,0.8,3.1,3.5,17.9
4347,Andrew Wiggins,Career,,,NBA,,311,311,11246,7.2,16.2,.448,0.9,2.8,.330,6.3,13.3,.474,4.4,5.9,.742,1.3,2.8,4.0,2.0,1.0,0.5,2.1,2.1,19.8
