,Name,Year,Age,Team,League,Position,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
2830,Johnny Moore,1980-81,22,SAS,NBA,PG,82,,1578,7.4,15.4,.479,0.0,0.6,.053,7.3,14.8,.495,3.1,5.1,.610,1.7,4.1,5.8,11.0,3.5,0.7,4.6,5.3,17.9,,103,104
2832,Lowes Moore,1980-81,23,NJN,NBA,PG,71,,1406,6.9,15.5,.444,0.1,0.9,.148,6.7,14.6,.461,2.2,3.0,.750,1.4,4.1,5.5,7.4,2.0,0.6,3.5,5.8,16.1,,97,107
2833,Mikki Moore,1998-99,23,DET,NBA,C,2,0,6,9.3,9.3,1.000,0.0,0.0,,9.3,9.3,1.000,18.5,18.5,1.000,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,37.1,,229,104
2836,Ron Moore,1987-88,26,TOT,NBA,C,14,0,59,7.3,23.6,.310,0.0,0.0,,7.3,23.6,.310,4.9,6.5,.750,1.6,4.9,6.5,0.8,4.1,0.0,3.3,17.1,19.5,,78,105
2837,Tracy Moore,1991-92,26,DAL,NBA,SF,42,2,782,8.5,21.1,.400,2.0,5.5,.357,6.5,15.7,.415,4.2,5.1,.833,2.0,3.3,5.3,3.1,2.1,0.3,2.9,6.3,23.1,,102,112
2838,Eric Moreland,2014-15,23,SAC,NBA,PF,3,0,2,25.2,25.2,1.000,0.0,0.0,,25.2,25.2,1.000,0.0,0.0,,0.0,25.2,25.2,0.0,0.0,0.0,0.0,25.2,50.3,,200,101
2840,Guy Morgan,1982-83,22,IND,NBA,SG,8,0,46,7.0,24.1,.292,0.0,0.0,,7.0,24.1,.292,1.0,4.0,.250,6.0,11.0,17.1,7.0,2.0,0.0,2.0,7.0,15.1,,82,106
2843,Darren Morningstar,1993-94,24,TOT,NBA,C,23,15,367,5.4,11.4,.476,0.0,0.0,,5.4,11.4,.476,2.5,4.2,.600,4.3,6.9,11.2,2.1,1.9,0.3,2.6,9.7,13.3,,101,109
2844,Chris Morris,1988-89,23,NJN,NBA,SF,76,48,2096,9.5,20.7,.457,1.5,4.0,.366,8.0,16.7,.479,4.2,5.8,.717,4.3,4.8,9.1,2.7,2.3,1.4,4.3,5.7,24.6,,102,109
2845,Darius Morris,2011-12,21,LAL,NBA,PG,19,0,169,5.6,13.2,.429,1.3,2.8,.444,4.4,10.4,.424,1.9,2.8,.667,0.6,4.4,5.0,6.6,0.6,0.0,6.0,5.0,14.4,,84,109
2846,Isaiah Morris,1992-93,23,DET,NBA,SF,25,0,102,13.1,28.8,.456,0.0,0.0,,13.1,28.8,.456,1.5,2.0,.750,3.0,3.0,6.1,2.0,1.5,0.5,4.0,7.1,27.8,,92,111
2847,Jaylen Morris,2017-18,22,ATL,NBA,,1,0,12,4.1,24.6,.167,0.0,8.2,.000,4.1,16.4,.250,0.0,0.0,,4.1,4.1,8.2,0.0,0.0,0.0,8.2,0.0,8.2,,35,117
2848,Marcus Morris,2011-12,22,HOU,NBA,PF,17,0,126,6.6,22.4,.296,0.8,7.1,.118,5.8,15.4,.378,2.5,3.3,.750,2.1,4.6,6.6,1.2,0.8,0.8,1.7,5.0,16.6,,78,109
2849,Markieff Morris,2011-12,22,PHO,NBA,PF,63,7,1227,7.3,18.4,.399,1.8,5.2,.347,5.5,13.2,.420,3.2,4.5,.717,2.9,8.9,11.8,2.7,1.7,1.8,3.0,7.6,19.7,,97,104
2851,Monte Morris,2017-18,22,DEN,NBA,PG,3,0,25,7.9,11.9,.667,0.0,2.0,.000,7.9,9.9,.800,4.0,4.0,1.000,0.0,4.0,4.0,13.9,5.9,0.0,2.0,2.0,19.8,,151,104
2852,Randolph Morris,2006-07,21,NYK,NBA,C,5,0,44,1.2,7.2,.167,0.0,0.0,,1.2,7.2,.167,2.4,7.2,.333,1.2,9.6,10.8,1.2,2.4,1.2,2.4,4.8,4.8,,52,104
2853,Terence Morris,2001-02,23,HOU,NBA,SF,68,12,1110,5.4,14.2,.384,0.7,3.8,.192,4.7,10.3,.455,0.9,1.4,.643,3.8,6.6,10.3,3.1,1.0,1.3,2.2,3.5,12.5,,94,110
2854,Adam Morrison,2006-07,22,CHA,NBA,PF,78,23,2326,8.0,21.2,.376,2.0,5.8,.337,6.0,15.4,.391,2.7,3.8,.710,1.2,3.9,5.2,3.7,0.6,0.1,2.9,4.0,20.6,,91,112
2856,Mike Morrison,1989-90,22,PHO,NBA,SG,36,1,153,7.2,21.2,.338,0.6,2.2,.286,6.5,19.0,.344,7.5,9.3,.800,2.2,4.1,6.2,3.4,0.6,0.0,7.2,6.2,22.4,,82,111
2858,Anthony Morrow,2008-09,23,GSW,NBA,SG,67,17,1515,8.2,17.2,.478,2.8,5.9,.467,5.5,11.3,.483,2.6,3.0,.870,2.5,3.9,6.4,2.6,1.2,0.4,1.7,4.2,21.8,,119,117
2859,Dwayne Morton,1994-95,23,GSW,NBA,PG,41,6,395,6.2,16.0,.388,1.1,3.1,.360,5.1,12.9,.394,7.2,10.5,.682,2.6,4.6,7.2,2.2,1.4,1.9,3.4,5.6,20.7,,100,113
2860,John Morton,1989-90,22,CLE,NBA,SG,37,3,402,6.0,20.2,.298,0.9,3.8,.233,5.2,16.5,.313,5.4,7.8,.694,0.9,3.1,4.0,8.4,2.3,0.5,6.4,3.8,18.4,,79,109
2861,Richard Morton,1988-89,22,IND,NBA,PG,2,0,11,13.2,17.6,.750,0.0,0.0,,13.2,17.6,.750,0.0,0.0,,0.0,0.0,0.0,4.4,0.0,0.0,4.4,8.8,26.4,,116,119
2863,Perry Moss,1985-86,27,TOT,NBA,PG,72,0,1012,5.5,13.8,.397,0.3,1.5,.219,5.2,12.3,.419,3.1,4.2,.730,1.6,3.8,5.4,5.1,2.6,0.7,3.7,6.2,14.4,,93,106
2864,Lawrence Moten,1995-96,23,VAN,NBA,SG,44,3,573,10.3,22.7,.453,1.7,5.1,.327,8.7,17.7,.490,4.5,6.9,.653,3.3,2.3,5.6,4.6,2.7,0.7,4.0,5.0,26.8,,100,110
2865,Donatas Motiejunas,2012-13,22,HOU,NBA,PF,44,14,538,9.0,19.8,.455,2.2,7.7,.289,6.8,12.1,.562,3.0,4.7,.627,3.3,5.3,8.6,2.9,0.6,0.9,3.4,6.8,23.2,,102,109
2866,Johnathan Motley,2017-18,22,DAL,NBA,PF,3,0,8,18.9,31.4,.600,0.0,0.0,,18.9,31.4,.600,18.9,50.3,.375,0.0,31.4,31.4,6.3,0.0,12.6,0.0,6.3,56.6,,108,84
2867,Hanno Mottola,2000-01,24,ATL,NBA,SF,73,3,989,6.5,14.6,.444,0.0,0.2,.000,6.5,14.5,.449,3.9,4.8,.811,2.6,6.6,9.2,1.3,0.6,0.5,3.5,8.6,16.8,,93,107
2868,Arnett Moultrie,2012-13,22,PHI,NBA,PF,47,0,542,7.6,13.0,.582,0.0,0.0,,7.6,13.0,.582,1.8,2.7,.643,7.4,6.7,14.1,1.0,1.7,1.0,1.8,4.2,16.9,,120,106
2869,Rick Mount,1973-74,27,TOT,ABA,SG,52,,753,11.4,26.0,.437,0.8,2.9,.261,10.6,23.1,.459,3.7,4.5,.831,1.7,2.1,3.8,4.2,1.7,0.1,3.0,4.9,27.2,,101,107
2870,Alonzo Mourning,1992-93,22,CHH,NBA,C,78,78,2644,10.4,20.3,.511,0.0,0.1,.000,10.4,20.2,.513,9.0,11.5,.781,4.8,9.8,14.6,1.4,0.5,4.9,4.3,5.2,29.7,,112,106
2871,Timofey Mozgov,2010-11,24,TOT,NBA,C,45,14,524,6.0,12.7,.474,0.0,0.0,,6.0,12.7,.474,3.5,5.0,.712,4.4,7.2,11.6,1.4,1.4,2.4,3.4,8.1,15.6,,100,108
2873,Emmanuel Mudiay,2015-16,19,DEN,NBA,PG,68,66,2068,8.0,21.9,.364,1.8,5.6,.319,6.2,16.3,.379,3.4,5.1,.670,0.8,4.8,5.6,9.0,1.6,0.8,5.3,3.4,21.1,,88,110
2874,Erwin Mueller,1973-74,29,MMT,ABA,PF,3,,20,0.0,9.6,.000,0.0,0.0,,0.0,9.6,.000,4.8,12.0,.400,0.0,7.2,7.2,4.8,0.0,0.0,7.2,12.0,4.8,,35,110
2875,Shabazz Muhammad,2013-14,21,MIN,NBA,SG,37,0,290,9.7,21.1,.460,0.5,1.9,.273,9.2,19.2,.478,4.4,6.8,.650,4.1,4.9,9.0,1.0,1.4,0.2,2.7,4.1,24.3,,101,109
2878,Byron Mullens,2009-10,20,OKC,NBA,PF,13,0,54,6.7,18.1,.368,0.0,0.0,,6.7,18.1,.368,0.0,0.0,,2.9,6.7,9.5,1.0,1.9,0.0,3.8,12.4,13.4,,72,105
2879,Chris Mullin,1985-86,22,GSW,NBA,SG,55,30,1391,9.5,20.5,.463,0.2,0.9,.185,9.3,19.6,.476,6.3,7.0,.896,1.4,2.4,3.8,3.5,2.3,0.8,2.5,4.3,25.4,,112,112
2881,Todd Mundt,1995-96,25,TOT,NBA,C,33,0,151,5.6,14.3,.390,0.0,0.0,,5.6,14.3,.390,1.7,2.8,.625,3.8,5.9,9.8,1.0,0.7,1.7,1.0,10.1,12.9,,99,110
2882,Xavier Munford,2015-16,23,MEM,NBA,SG,14,0,244,6.7,16.2,.416,1.9,4.9,.391,4.9,11.4,.426,1.5,3.0,.500,0.6,5.9,6.5,4.6,2.7,0.6,3.2,5.3,16.9,,92,107
2883,Chris Munk,1990-91,23,UTA,NBA,PF,11,0,29,5.2,12.2,.429,0.0,0.0,,5.2,12.2,.429,12.2,20.9,.583,8.7,15.6,24.3,1.7,1.7,3.5,8.7,8.7,22.6,,91,96
2885,Eric Murdock,1991-92,23,UTA,NBA,PG,50,0,478,8.0,19.2,.415,0.5,2.7,.192,7.5,16.5,.452,4.8,6.4,.754,2.2,3.5,5.7,9.7,3.2,0.7,5.3,5.5,21.3,,98,105
2886,Gheorghe Muresan,1993-94,22,WSB,NBA,C,54,2,650,9.9,18.1,.545,0.0,0.0,,9.9,18.1,.545,3.7,5.5,.676,5.1,9.7,14.8,1.4,2.2,3.7,4.2,9.2,23.4,,105,106
2887,Allen Murphy,1975-76,23,KEN,ABA,SG,29,,248,7.9,20.8,.377,0.0,0.2,.000,7.9,20.7,.381,4.9,6.8,.730,4.4,4.2,8.6,2.4,1.8,1.5,4.9,9.5,20.7,,88,103
2888,Calvin Murphy,1973-74,25,HOU,NBA,PG,81,,2922,10.4,19.9,.522,,,,10.4,19.9,.522,4.8,5.5,.868,0.8,2.1,2.9,9.3,2.4,0.1,,4.8,25.6,,,102
2890,Erik Murphy,2013-14,23,CHI,NBA,C,24,0,62,2.6,11.2,.231,0.0,2.6,.000,2.6,8.6,.300,0.0,0.0,,1.7,5.1,6.9,1.7,0.0,3.4,1.7,6.0,5.1,,58,103
2891,Jay Murphy,1984-85,22,LAC,NBA,PF,23,0,149,2.6,16.0,.160,0.0,0.3,.000,2.6,15.6,.163,3.8,6.7,.571,1.9,11.2,13.1,1.3,0.3,0.6,2.6,6.7,8.9,,58,109
2893,Kevin Murphy,2012-13,22,UTA,NBA,SG,17,0,52,7.1,28.4,.250,1.0,5.1,.200,6.1,23.3,.261,0.0,0.0,,0.0,4.1,4.1,2.0,1.0,0.0,3.0,4.1,15.2,,57,112
2894,Ronnie Murphy,1987-88,23,POR,NBA,SF,18,0,89,7.3,25.5,.286,0.5,2.1,.250,6.8,23.4,.289,3.6,5.7,.636,2.6,3.1,5.7,3.1,2.6,0.5,4.2,7.3,18.7,,75,108
2895,Tod Murphy,1987-88,24,LAC,NBA,PF,1,0,19,2.5,2.5,1.000,0.0,0.0,,2.5,2.5,1.000,7.5,10.0,.750,2.5,2.5,5.0,5.0,2.5,0.0,0.0,5.0,12.5,,193,109
2896,Troy Murphy,2001-02,21,GSW,NBA,PF,82,4,1448,6.2,14.8,.421,0.1,0.3,.333,6.1,14.5,.423,4.2,5.5,.776,3.5,7.8,11.3,2.5,1.3,0.7,2.9,7.6,16.8,,101,109
2897,Dejounte Murray,2016-17,20,SAS,NBA,PG,38,8,322,7.9,18.4,.431,1.4,3.6,.391,6.5,14.7,.441,3.3,4.7,.700,0.9,5.7,6.6,7.6,1.3,0.9,6.0,4.6,20.6,,91,106
2898,Jamal Murray,2016-17,19,DEN,NBA,SG,82,10,1764,8.2,20.2,.404,3.2,9.5,.334,5.0,10.7,.466,2.9,3.3,.883,1.1,4.8,5.9,4.7,1.4,0.7,3.1,3.4,22.5,,103,114
2900,Lamond Murray,1994-95,21,LAC,NBA,SF,81,61,2556,8.7,21.8,.402,1.3,4.3,.298,7.4,17.4,.427,4.0,5.3,.754,2.6,4.4,7.0,2.6,1.4,1.1,3.2,3.6,22.7,,95,113
2901,Ronald Murray,2002-03,23,TOT,NBA,SG,14,0,62,9.5,26.8,.355,0.0,4.3,.000,9.5,22.5,.423,4.3,6.9,.625,0.0,3.5,3.5,4.3,3.5,0.0,6.9,0.0,23.3,,71,107
2902,Tracy Murray,1992-93,21,POR,NBA,SF,48,14,495,10.6,25.5,.415,2.1,6.9,.300,8.5,18.6,.458,3.4,3.9,.875,3.9,4.2,8.1,1.1,0.8,0.5,3.0,5.8,26.6,,100,109
2905,Toure' Murry,2013-14,24,NYK,NBA,PG,51,0,373,8.0,18.4,.434,0.7,1.7,.417,7.3,16.7,.436,3.3,5.6,.590,1.9,4.4,6.3,7.0,2.7,0.1,4.8,6.6,20.0,,93,109
2906,Mike Muscala,2013-14,22,ATL,NBA,PF,20,0,215,7.3,17.2,.425,0.0,0.7,.000,7.3,16.5,.443,3.3,3.3,1.000,4.0,8.3,12.3,1.7,0.7,2.4,2.8,6.8,17.9,,96,106
2908,Jerrod Mustaf,1990-91,21,NYK,NBA,PF,62,5,825,6.5,14.0,.465,0.0,0.1,.000,6.5,13.9,.467,3.4,5.3,.644,3.1,7.2,10.4,2.2,0.9,0.9,3.7,6.7,16.4,,94,108
2909,Dikembe Mutombo,1991-92,25,DEN,NBA,C,71,71,2716,7.7,15.6,.493,0.0,0.0,,7.7,15.6,.493,5.8,9.0,.642,5.7,9.9,15.6,2.8,0.8,3.8,4.5,4.9,21.1,,103,106
2910,Martin Muursepp,1996-97,22,TOT,NBA,PF,42,0,348,8.4,20.3,.412,0.6,3.7,.167,7.8,16.6,.467,6.8,10.9,.629,5.4,5.0,10.4,3.1,1.9,1.7,2.8,9.0,24.2,,104,108
2911,Pete Myers,1986-87,23,CHI,NBA,SG,29,0,155,6.1,16.8,.365,0.0,1.9,.000,6.1,14.9,.413,9.0,13.9,.651,2.6,2.9,5.5,6.8,4.5,0.6,3.2,8.1,21.3,,103,104
2912,Hamady N'Diaye,2010-11,24,WAS,NBA,C,16,0,80,2.6,3.2,.800,0.0,0.0,,2.6,3.2,.800,3.8,7.7,.500,1.3,3.2,4.5,0.0,1.3,3.2,1.9,11.5,9.0,,107,111
2913,Makhtar N'Diaye,1998-99,25,VAN,NBA,PF,4,0,27,2.0,8.0,.250,0.0,0.0,,2.0,8.0,.250,6.0,8.0,.750,6.0,4.0,10.0,2.0,0.0,2.0,2.0,18.0,10.0,,103,111
2914,Mamadou N'Diaye,2000-01,25,TOR,NBA,C,3,0,10,5.3,21.1,.250,0.0,0.0,,5.3,21.1,.250,10.6,10.6,1.000,5.3,5.3,10.6,0.0,0.0,0.0,0.0,15.8,21.1,,106,109
2915,Boniface N'Dong,2005-06,28,LAC,NBA,C,23,1,152,7.6,18.2,.415,0.0,0.3,.000,7.6,17.9,.423,2.1,3.1,.667,5.2,7.6,12.7,2.4,0.7,1.7,2.1,7.9,17.2,,97,104
2918,Bostjan Nachbar,2002-03,22,HOU,NBA,SF,14,1,77,7.7,21.8,.355,1.4,7.0,.200,6.3,14.7,.429,3.5,7.0,.500,2.1,5.6,7.7,2.1,1.4,1.4,4.2,9.1,20.4,,81,104
2919,Abdel Nader,2017-18,24,BOS,NBA,SF,31,0,282,5.1,14.5,.354,2.7,7.3,.366,2.5,7.3,.341,1.2,2.3,.538,1.4,5.5,6.9,3.2,1.1,0.7,3.5,4.3,14.2,,85,106
2922,Lee Nailon,2000-01,25,CHH,NBA,SF,42,0,469,7.6,15.6,.485,0.0,0.1,.000,7.6,15.5,.489,3.7,4.9,.744,3.3,7.2,10.5,2.7,1.0,0.6,3.1,6.9,18.8,,102,102
2923,Eduardo Najera,2000-01,24,DAL,NBA,PF,40,4,431,6.9,13.3,.523,0.1,0.4,.333,6.8,12.9,.528,1.7,3.9,.424,4.9,6.5,11.4,3.2,1.6,1.0,2.0,5.7,15.7,,110,103
2924,Larry Nance,1981-82,22,PHO,NBA,PF,80,0,1186,9.2,17.7,.521,0.0,0.0,.000,9.2,17.7,.522,3.0,4.8,.641,3.9,6.5,10.4,3.3,1.7,2.9,4.2,6.9,21.5,,101,101
2925,Larry Nance Jr.,2015-16,23,LAL,NBA,PF,63,22,1266,6.3,11.9,.527,0.0,0.4,.100,6.2,11.5,.541,1.3,1.9,.681,4.0,8.4,12.4,1.7,2.1,0.9,1.6,4.9,13.8,,111,109
2926,Shabazz Napier,2014-15,23,MIA,NBA,PG,51,10,1012,4.5,11.9,.382,2.2,6.2,.364,2.3,5.7,.400,2.3,2.9,.786,0.9,5.0,5.9,6.8,2.1,0.2,4.2,4.0,13.6,,95,108
2928,Bob Nash,1973-74,23,DET,NBA,SF,35,,281,6.6,18.4,.357,,,,6.6,18.4,.357,3.8,6.3,.615,5.0,6.9,11.9,2.2,0.5,1.6,,5.6,17.0,,,96
2930,Steve Nash,1996-97,22,PHO,NBA,PG,65,2,684,5.6,13.2,.423,1.7,4.1,.418,3.8,9.0,.425,3.2,3.8,.824,1.2,3.5,4.7,10.4,1.5,0.0,4.7,6.9,16.0,,103,112
2931,Swen Nater,1973-74,24,TOT,ABA,C,79,,2375,9.8,17.7,.552,0.0,0.0,.000,9.8,17.7,.553,3.8,5.3,.709,6.0,14.9,20.9,2.7,0.7,1.3,4.2,4.5,23.3,,109,97
2932,Howard Nathan,1995-96,24,ATL,NBA,PG,5,0,15,17.8,32.1,.556,0.0,3.6,.000,17.8,28.6,.625,10.7,14.3,.750,0.0,0.0,0.0,7.1,10.7,0.0,28.6,7.1,46.4,,69,95
2933,Calvin Natt,1979-80,23,TOT,NBA,SF,78,,2857,10.1,21.0,.479,0.0,0.1,.333,10.0,20.8,.480,4.9,6.8,.730,3.9,7.3,11.2,2.7,1.6,0.5,3.2,3.3,25.1,,106,103
2934,Kenny Natt,1980-81,22,IND,NBA,SG,19,,149,8.0,24.6,.325,0.6,2.6,.250,7.3,22.0,.333,2.2,3.5,.636,2.9,1.9,4.8,3.2,1.6,0.3,3.2,5.7,18.8,,82,109
2936,Juan Carlos Navarro,2007-08,27,MEM,NBA,SG,82,30,2117,7.3,18.2,.402,3.7,10.3,.361,3.6,7.9,.455,2.9,3.5,.849,0.8,4.2,5.0,4.2,1.1,0.0,3.2,2.2,21.3,,103,115
2937,Maurice Ndour,2016-17,24,NYK,NBA,PF,32,4,331,5.9,13.0,.453,0.2,1.1,.143,5.7,11.9,.481,2.9,3.9,.731,3.3,6.3,9.7,1.2,2.3,1.2,1.8,4.5,14.8,,104,110
2938,Craig Neal,1988-89,24,TOT,NBA,PG,53,0,500,4.3,11.7,.366,1.0,3.2,.294,3.3,8.5,.393,1.3,2.2,.609,0.7,2.1,2.8,11.3,2.3,0.4,5.2,6.7,10.9,,87,111
2939,Gary Neal,2010-11,26,SAS,NBA,SG,80,1,1685,8.8,19.5,.451,4.0,9.5,.419,4.8,10.0,.481,2.6,3.2,.808,0.6,5.4,6.0,3.0,0.8,0.1,2.4,4.6,24.2,,110,109
2942,Ed Nealy,1982-83,22,KCK,NBA,PF,82,61,1643,4.0,6.8,.595,0.0,0.0,,4.0,6.8,.595,1.9,3.1,.614,4.7,8.6,13.3,1.7,1.9,0.3,1.4,6.8,10.0,,125,103
2943,Nemanja Nedovic,2013-14,22,GSW,NBA,SG,24,0,142,2.8,13.7,.205,1.1,6.3,.167,1.8,7.4,.238,2.5,2.8,.875,1.1,4.2,5.3,4.6,0.0,0.4,4.6,4.6,9.1,,65,109
2946,DeMarcus Nelson,2008-09,23,GSW,NBA,PG,13,5,171,6.9,15.4,.444,0.0,0.9,.000,6.9,14.6,.471,1.4,4.0,.357,1.7,5.1,6.9,3.7,2.6,0.6,4.3,6.9,15.2,,82,113
2948,Jameer Nelson,2004-05,22,ORL,NBA,PG,79,21,1612,9.0,19.7,.455,1.4,4.4,.312,7.6,15.3,.497,2.3,3.4,.682,1.6,4.4,6.1,7.4,2.5,0.1,3.7,6.3,21.7,,103,108
2951,Ruben Nembhard,1996-97,24,TOT,NBA,SG-PG,10,0,113,7.5,17.4,.432,0.0,2.8,.000,7.5,14.6,.516,3.8,4.7,.800,1.4,2.4,3.8,8.0,4.2,0.0,3.8,5.7,18.8,,101,103
2953,Tyrone Nesby,1998-99,23,LAC,NBA,SF,50,36,1288,7.6,16.9,.449,1.5,4.0,.365,6.1,12.9,.476,4.3,5.5,.782,2.4,4.9,7.3,3.4,3.2,0.8,2.2,6.0,21.0,,113,108
2954,Martin Nessley,1987-88,22,TOT,NBA,C,44,0,336,2.8,7.4,.385,0.0,0.0,,2.8,7.4,.385,1.1,2.6,.444,3.3,8.4,11.6,2.3,1.1,1.7,3.3,12.6,6.8,,77,107
2955,Rasho Nesterovic,1998-99,22,MIN,NBA,C,2,0,30,5.3,21.1,.250,0.0,0.0,,5.3,21.1,.250,3.5,3.5,1.000,5.3,8.8,14.1,1.8,0.0,0.0,1.8,8.8,14.1,,80,104
2956,Raul Neto,2015-16,23,UTA,NBA,PG,81,53,1499,6.3,14.7,.431,2.3,5.7,.395,4.1,9.0,.453,1.8,2.5,.743,0.6,3.6,4.2,6.1,2.2,0.1,3.8,4.3,16.8,,99,106
2957,Bob Netolicky,1973-74,31,TOT,ABA,C-PF,75,,1645,9.1,18.7,.488,0.1,0.2,.333,9.0,18.5,.489,3.1,4.8,.642,5.0,6.4,11.4,2.7,0.8,1.0,2.8,3.3,21.3,,106,103
2958,Johnny Neumann,1973-74,22,TOT,ABA,SG-SF,87,,2056,11.3,25.2,.450,0.4,1.7,.243,10.9,23.4,.466,3.9,5.1,.772,2.5,2.8,5.3,6.0,2.2,0.6,5.8,6.7,27.0,,95,108
2960,Chuck Nevitt,1982-83,23,HOU,NBA,C,6,0,64,8.1,11.0,.733,0.0,0.0,,8.1,11.0,.733,0.7,2.9,.250,4.4,8.1,12.5,0.0,0.7,8.8,5.1,10.3,16.9,,94,101
2961,Melvin Newbern,1992-93,25,DET,NBA,SG,33,1,311,7.0,18.7,.372,0.2,1.3,.125,6.8,17.4,.390,5.6,9.9,.567,3.1,3.0,6.1,9.4,3.8,0.2,5.3,7.0,19.7,,91,107
2962,Ivano Newbill,1994-95,24,DET,NBA,SF,34,0,331,2.5,7.0,.356,0.0,0.0,,2.5,7.0,.356,1.2,3.4,.364,6.2,6.4,12.6,2.6,1.9,1.7,1.9,9.3,6.2,,96,111
2963,Ira Newble,2000-01,26,SAS,NBA,SF,27,6,184,6.1,16.0,.382,1.2,2.6,.444,5.0,13.4,.370,2.3,4.7,.500,3.8,6.4,10.2,1.7,0.6,1.2,2.0,5.2,15.7,,93,101
2964,Mike Newlin,1973-74,25,HOU,NBA,SG,76,,2591,8.9,19.9,.448,,,,8.9,19.9,.448,6.6,7.8,.856,1.3,3.2,4.6,6.3,1.5,0.2,,4.5,24.4,,,103
2965,Johnny Newman,1986-87,23,CLE,NBA,SF,59,0,630,8.5,20.7,.411,0.1,1.7,.045,8.4,19.0,.443,5.0,5.7,.868,2.7,2.6,5.3,2.0,1.5,0.5,3.5,5.0,22.0,,97,110
2967,Bill Newton,1973-74,23,INA,ABA,C,11,,73,4.5,9.6,.467,0.0,0.0,,4.5,9.6,.467,0.6,1.3,.500,0.6,10.9,11.5,3.2,1.3,0.0,4.5,7.7,9.6,,76,99
2968,Georges Niang,2016-17,23,IND,NBA,PF,23,0,93,4.8,19.4,.250,0.5,6.5,.083,4.3,12.9,.333,1.1,1.1,1.000,1.1,8.1,9.1,2.7,1.6,0.0,2.7,3.2,11.3,,62,110
2969,Demetris Nichols,2007-08,23,TOT,NBA,SF,14,0,44,7.1,27.2,.261,3.6,15.4,.231,3.6,11.8,.300,0.0,0.0,,0.0,5.9,5.9,1.2,0.0,3.6,4.7,4.7,17.8,,60,108
2971,Andrew Nicholson,2012-13,23,ORL,NBA,PF,75,28,1249,10.7,20.3,.527,0.0,0.0,,10.7,20.3,.527,3.1,3.9,.798,2.9,7.9,10.8,1.8,1.0,1.3,3.3,5.5,24.5,,103,109
2972,Gaylon Nickerson,1996-97,27,TOT,NBA,SG,4,0,42,5.2,15.6,.333,0.0,2.6,.000,5.2,13.0,.400,9.1,9.1,1.000,1.3,5.2,6.5,1.3,1.3,1.3,1.3,1.3,19.5,,111,113
2973,Carl Nicks,1980-81,22,TOT,NBA,PG,67,,1109,7.2,15.1,.479,0.0,0.2,.000,7.2,14.9,.485,3.0,5.3,.563,1.6,3.1,4.6,6.3,2.5,0.1,4.9,5.9,17.4,,92,110
2976,Mike Niles,1980-81,25,PHO,NBA,SF,44,,231,9.5,27.4,.348,0.4,0.8,.500,9.1,26.6,.343,3.4,7.3,.459,5.2,6.3,11.5,3.0,1.6,0.2,5.0,8.1,22.8,,80,100
2977,Kurt Nimphius,1981-82,23,DAL,NBA,C,63,27,1085,6.2,13.3,.461,0.0,0.0,,6.2,13.3,.461,2.8,4.8,.583,4.1,9.1,13.2,2.7,0.8,3.7,2.5,8.5,15.1,,102,107
2978,Dyron Nix,1989-90,22,IND,NBA,SF,20,0,109,6.4,17.7,.359,0.0,0.0,,6.4,17.7,.359,5.0,7.3,.688,3.6,8.2,11.8,2.3,1.4,0.5,3.2,6.8,17.7,,90,110
2979,Norm Nixon,1977-78,22,LAL,NBA,PG,81,,2779,8.1,16.3,.497,,,,8.1,16.3,.497,1.9,2.6,.714,0.7,3.2,3.9,9.0,2.2,0.1,4.1,4.2,18.0,,100,103
2980,Joakim Noah,2007-08,22,CHI,NBA,C,74,31,1534,6.0,12.3,.482,0.0,0.0,.000,6.0,12.3,.484,4.5,6.5,.691,5.9,8.1,14.0,2.8,2.3,2.2,3.0,5.8,16.4,,109,104
2982,Andres Nocioni,2004-05,25,CHI,NBA,SF,81,38,1892,6.6,16.5,.401,0.7,2.7,.258,5.9,13.8,.429,4.7,6.1,.766,1.9,8.7,10.6,3.3,1.0,0.9,3.7,5.7,18.6,,94,100
2983,David Noel,2006-07,22,MIL,NBA,PF,68,0,792,4.3,11.6,.367,1.1,3.5,.321,3.2,8.1,.387,2.4,2.8,.860,2.8,5.3,8.1,4.3,1.6,0.6,2.6,5.1,12.1,,99,112
2984,Nerlens Noel,2014-15,20,PHI,NBA,C,75,71,2311,6.6,14.2,.462,0.0,0.0,,6.6,14.2,.462,3.0,5.0,.609,4.0,9.2,13.3,2.8,2.9,3.1,3.2,4.5,16.1,,96,99
2986,Lucas Nogueira,2014-15,22,TOR,NBA,C,6,0,23,4.5,18.0,.250,0.0,0.0,,4.5,18.0,.250,4.5,9.0,.500,4.5,20.2,24.7,2.2,4.5,0.0,4.5,13.5,13.5,,69,93
