,Name,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
3570,Kenny Satterfield,2001-02,20,DEN,NBA,PG,36,4,15.6,2.0,5.5,.367,0.2,0.8,.259,1.8,4.8,.384,.384,1.0,1.3,.783,0.5,1.0,1.4,3.0,0.9,0.0,1.5,1.2,5.3
3576,Predrag Savovic,2002-03,26,DEN,NBA,SG,27,0,9.5,1.1,3.4,.312,0.1,1.0,.154,0.9,2.5,.373,.333,0.8,1.1,.724,0.3,0.6,0.9,0.8,0.5,0.0,0.8,1.2,3.1
3578,Brian Scalabrine,2001-02,23,NJN,NBA,PF,28,0,10.4,0.8,2.4,.343,0.1,0.4,.300,0.7,2.0,.351,.366,0.4,0.5,.733,0.4,1.4,1.8,0.8,0.3,0.1,0.9,1.4,2.1
3579,Alex Scales,2005-06,27,SAS,NBA,SG,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,DeWayne Scales,1980-81,22,NYK,NBA,PF,44,,11.0,2.1,5.1,.418,0.0,0.1,.167,2.1,5.0,.425,.420,0.6,0.9,.667,1.1,1.9,3.0,0.2,0.3,0.1,0.7,1.2,4.9
3584,Billy Schaeffer,1973-74,22,NYA,ABA,SF,59,,14.8,2.9,5.8,.497,0.0,0.2,.222,2.9,5.7,.504,.500,0.7,0.9,.759,0.8,1.6,2.4,0.6,0.4,0.2,0.9,2.4,6.5
3589,Danny Schayes,1981-82,22,UTA,NBA,C,82,20,19.8,3.1,6.4,.481,0.0,0.0,.000,3.1,6.4,.482,.481,1.7,2.3,.757,1.6,3.6,5.2,1.8,0.6,0.9,1.8,3.6,7.9
3592,Steve Scheffler,1990-91,23,CHH,NBA,C,39,0,5.8,0.5,1.0,.513,0.0,0.0,,0.5,1.0,.513,.513,0.5,0.5,.905,0.5,0.6,1.2,0.2,0.2,0.1,0.1,0.5,1.5
3593,Tom Scheffler,1984-85,30,POR,NBA,C,39,0,6.9,0.5,1.3,.412,0.0,0.0,,0.5,1.3,.412,.412,0.3,0.5,.500,0.5,1.5,1.9,0.3,0.2,0.3,0.4,1.2,1.3
3595,Luke Schenscher,2005-06,23,CHI,NBA,C,20,0,7.5,0.8,1.3,.615,0.0,0.0,,0.8,1.3,.615,.615,0.2,0.7,.308,0.4,1.1,1.5,0.4,0.1,0.2,0.3,1.1,1.8
3597,Dwayne Schintzius,1990-91,22,SAS,NBA,C,42,7,9.5,1.6,3.7,.439,0.0,0.0,.000,1.6,3.6,.444,.439,0.5,1.0,.550,0.7,2.2,2.9,0.4,0.0,0.7,0.8,1.5,3.8
3601,Russ Schoene,1982-83,22,TOT,NBA,PF,77,7,15.9,2.7,5.6,.476,0.0,0.1,.250,2.7,5.6,.478,.477,0.8,1.1,.735,1.2,2.1,3.3,0.8,0.3,0.3,1.1,2.5,6.2
3604,Detlef Schrempf,1985-86,23,DAL,NBA,SF,64,12,15.1,2.2,4.9,.451,0.0,0.1,.429,2.2,4.8,.451,.456,1.7,2.4,.724,1.1,2.0,3.1,1.4,0.4,0.2,1.3,2.6,6.2
3605,Dennis Schroder,2013-14,20,ATL,NBA,PG,49,0,13.1,1.5,3.8,.383,0.2,0.9,.238,1.3,3.0,.425,.410,0.6,0.9,.674,0.1,1.1,1.2,1.9,0.3,0.0,1.2,1.1,3.7
3609,John Schweitz,1984-85,24,SEA,NBA,SG,19,0,5.8,1.3,3.9,.338,0.0,0.2,.000,1.3,3.7,.357,.338,0.4,0.5,.700,0.3,0.8,1.1,0.9,0.0,0.1,0.7,0.6,3.0
3610,Luis Scola,2007-08,27,HOU,NBA,PF,82,39,24.7,4.2,8.2,.515,0.0,0.0,.000,4.2,8.1,.517,.515,1.9,2.9,.668,2.1,4.3,6.4,1.3,0.7,0.2,1.3,2.9,10.3
3612,Alvin Scott,1977-78,22,PHO,NBA,SF,81,,19.0,2.2,4.6,.488,,,,2.2,4.6,.488,.488,1.6,2.4,.691,1.7,2.7,4.4,1.1,0.6,0.5,1.0,2.0,6.1
3613,Brent Scott,1996-97,25,IND,NBA,PF,16,0,3.4,0.5,1.1,.471,0.0,0.0,,0.5,1.1,.471,.471,0.2,0.4,.500,0.2,0.4,0.6,0.2,0.1,0.1,0.3,0.9,1.2
3614,Byron Scott,1983-84,22,LAL,NBA,SG,74,49,22.1,4.5,9.3,.484,0.1,0.5,.235,4.4,8.9,.497,.490,1.5,1.9,.806,0.7,1.5,2.2,2.4,1.1,0.3,1.6,2.4,10.6
3615,Charlie Scott,1970-71,22,VIR,ABA,SG,84,,37.9,10.7,23.2,.463,0.2,0.8,.246,10.5,22.4,.471,.467,5.4,7.3,.746,1.8,3.4,5.2,5.6,,,3.8,3.5,27.1
3616,Dennis Scott,1990-91,22,ORL,NBA,SG,82,73,28.5,6.1,14.4,.425,1.5,4.1,.374,4.6,10.4,.445,.478,1.9,2.5,.750,0.8,2.1,2.9,1.6,0.8,0.3,1.5,2.5,15.7
3617,James Scott,1996-97,24,MIA,NBA,SF,8,0,4.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.1,0.3,.500,0.1,0.6,0.8,0.4,0.3,0.0,0.3,0.6,0.1
3618,Mike Scott,2012-13,24,ATL,NBA,PF,40,1,9.4,1.8,3.7,.476,0.0,0.0,.000,1.8,3.7,.479,.476,1.1,1.4,.768,1.0,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6
3620,Shawnelle Scott,1996-97,24,CLE,NBA,C,16,0,3.1,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.3,0.7,.364,0.5,0.5,1.0,0.0,0.0,0.2,0.0,0.4,1.3
3623,Carey Scurry,1985-86,23,UTA,NBA,SF,78,0,15.0,1.8,3.9,.472,0.0,0.1,.091,1.8,3.7,.486,.473,1.0,1.6,.619,1.2,1.9,3.1,1.1,1.0,0.8,1.2,2.2,4.7
3624,Bruce Seals,1973-74,20,UTS,ABA,SF,78,,17.4,2.9,7.8,.379,0.2,1.2,.211,2.7,6.6,.408,.394,0.9,1.4,.630,1.3,2.3,3.6,0.7,0.7,0.7,1.0,2.6,7.0
3625,Shea Seals,1997-98,22,LAL,NBA,SG,4,0,2.3,0.3,2.0,.125,0.0,0.8,.000,0.3,1.3,.200,.125,0.5,1.0,.500,0.8,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.0
3626,Malik Sealy,1992-93,22,IND,NBA,SF,58,2,11.6,2.3,5.5,.426,0.1,0.5,.226,2.2,5.0,.448,.437,0.9,1.3,.689,1.0,0.9,1.9,0.8,0.6,0.1,1.0,1.3,5.7
3630,Thabo Sefolosha,2006-07,22,CHI,NBA,SG,71,4,12.2,1.5,3.6,.426,0.2,0.6,.357,1.3,3.0,.439,.455,0.3,0.6,.511,0.5,1.7,2.2,0.8,0.5,0.2,0.8,1.4,3.6
3631,Rony Seikaly,1988-89,23,MIA,NBA,C,78,62,25.2,4.3,9.5,.448,0.0,0.1,.250,4.3,9.5,.449,.448,2.3,4.5,.511,2.6,4.4,7.0,0.7,0.6,1.2,2.6,3.3,10.9
3633,Josh Selby,2011-12,20,MEM,NBA,PG,28,0,8.5,0.9,2.6,.347,0.1,0.5,.133,0.8,2.0,.404,.361,0.4,0.5,.786,0.1,0.5,0.5,1.1,0.3,0.0,1.0,0.6,2.3
3634,Wayne Selden,2016-17,22,TOT,NBA,SG,14,5,16.9,1.8,4.1,.431,0.5,2.0,.250,1.3,2.1,.600,.491,1.0,1.6,.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1
3635,Brad Sellers,1986-87,24,CHI,NBA,PF,80,17,21.9,3.5,7.6,.455,0.0,0.1,.200,3.4,7.5,.460,.457,1.6,2.2,.728,1.9,2.7,4.7,1.3,0.6,0.9,1.1,2.4,8.5
3641,Mouhamed Sene,2006-07,20,SEA,NBA,C,28,3,6.0,0.6,1.8,.367,0.0,0.0,,0.6,1.8,.367,.367,0.6,1.0,.586,0.6,1.0,1.6,0.0,0.1,0.4,0.4,1.2,1.9
3643,Kevin Seraphin,2010-11,21,WAS,NBA,PF,58,1,10.9,1.1,2.5,.449,0.0,0.0,,1.1,2.5,.449,.449,0.4,0.5,.710,1.4,1.2,2.6,0.2,0.3,0.5,0.7,2.2,2.7
3644,Ansu Sesay,2001-02,25,SEA,NBA,SF,9,0,15.8,2.4,4.9,.500,0.0,0.0,,2.4,4.9,.500,.500,1.6,2.2,.700,0.8,1.4,2.2,0.9,0.3,0.2,0.2,2.0,6.4
3645,Ramon Sessions,2007-08,21,MIL,NBA,PG,17,7,26.5,3.0,6.9,.436,0.2,0.4,.429,2.8,6.5,.436,.449,1.9,2.4,.780,0.5,2.9,3.4,7.5,1.0,0.2,2.1,1.5,8.1
3646,Ha Seung-Jin,2004-05,19,POR,NBA,C,19,0,5.5,0.5,1.2,.435,0.0,0.0,,0.5,1.2,.435,.435,0.3,0.6,.545,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4
3647,Tom Sewell,1984-85,22,WSB,NBA,SG,21,0,4.1,0.4,1.7,.250,0.0,0.1,.000,0.4,1.6,.265,.250,0.1,0.2,.500,0.1,0.1,0.2,0.3,0.1,0.0,0.3,0.6,1.0
3651,Charles Shackleford,1988-89,22,NJN,NBA,C,60,0,8.1,1.4,2.8,.494,0.0,0.0,.000,1.4,2.8,.497,.494,0.4,0.7,.500,0.8,1.7,2.6,0.4,0.3,0.3,0.5,1.2,3.1
3654,Mustafa Shakur,2010-11,26,WAS,NBA,PG,22,0,7.2,1.0,2.7,.356,0.0,0.5,.100,0.9,2.2,.408,.364,0.4,0.7,.533,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.7,2.3
3655,God Shammgod,1997-98,21,WAS,NBA,PG,20,0,7.3,1.0,2.9,.328,0.0,0.1,.000,1.0,2.8,.339,.328,1.2,1.5,.767,0.1,0.3,0.4,1.8,0.4,0.1,1.1,1.4,3.1
3660,Walter Sharpe,2008-09,22,DET,NBA,PF,8,0,2.5,0.5,1.4,.364,0.0,0.3,.000,0.5,1.1,.444,.364,0.0,0.3,.000,0.0,0.4,0.4,0.0,0.0,0.3,0.0,0.4,1.0
3661,John Shasky,1988-89,24,MIA,NBA,C,65,4,14.5,1.9,3.8,.488,0.0,0.0,.000,1.9,3.8,.492,.488,1.8,2.6,.689,1.5,2.1,3.6,0.3,0.2,0.2,0.7,1.4,5.5
3663,Brian Shaw,1988-89,22,BOS,NBA,SG,82,54,28.1,3.6,8.4,.433,0.0,0.2,.000,3.6,8.2,.441,.433,1.3,1.6,.826,1.5,3.1,4.6,5.8,1.0,0.3,2.3,2.6,8.6
3664,Casey Shaw,1998-99,23,PHI,NBA,C,9,0,1.6,0.1,0.9,.125,0.0,0.0,,0.1,0.9,.125,.125,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2
3667,Craig Shelton,1980-81,23,ATL,NBA,SF,55,,10.7,1.8,4.0,.457,0.0,0.0,.000,1.8,4.0,.459,.457,0.6,1.1,.603,1.1,1.4,2.5,0.5,0.3,0.1,1.1,2.3,4.3
3668,Lonnie Shelton,1976-77,21,NYK,NBA,PF,82,,25.7,4.9,10.2,.476,,,,4.9,10.2,.476,.476,1.9,2.7,.707,2.7,5.0,7.7,1.8,1.5,1.2,,4.4,11.6
3669,Tornike Shengelia,2012-13,21,BRK,NBA,SF,19,0,4.9,0.5,1.2,.435,0.1,0.1,.500,0.5,1.1,.429,.457,0.5,0.8,.563,0.5,0.7,1.2,0.2,0.2,0.1,0.6,0.6,1.6
3670,Billy Shepherd,1972-73,23,VIR,ABA,PG,16,,4.3,0.4,2.2,.200,0.3,1.0,.250,0.2,1.2,.158,.257,0.6,0.6,.900,0.1,0.2,0.3,0.5,,,0.5,0.8,1.7
3671,Jeffrey Sheppard,1998-99,24,ATL,NBA,SG,18,5,10.3,0.8,2.2,.385,0.1,0.4,.286,0.7,1.8,.406,.410,0.4,0.7,.615,0.3,0.9,1.2,0.9,0.2,0.0,0.4,0.7,2.2
3673,Ed Sherod,1982-83,23,NYK,NBA,PG,64,37,25.4,2.7,6.6,.406,0.0,0.2,.077,2.7,6.4,.417,.407,0.8,1.3,.650,0.7,1.7,2.3,4.9,1.5,0.2,1.6,1.8,6.2
3675,Paul Shirley,2002-03,25,ATL,NBA,PF,2,0,2.5,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3677,Purvis Short,1978-79,21,GSW,NBA,PF,75,,22.7,4.9,10.3,.479,,,,4.9,10.3,.479,.479,0.8,1.1,.671,1.7,2.9,4.6,1.3,0.7,0.2,1.5,3.1,10.6
3678,Dexter Shouse,1989-90,26,PHI,NBA,PG,3,0,6.0,0.0,1.3,.000,0.0,0.3,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.7,0.3,0.3,0.7,0.7,0.0
3681,John Shumate,1975-76,23,TOT,NBA,PF,75,,26.3,4.4,7.9,.561,,,,4.4,7.9,.561,.561,2.8,4.3,.650,1.9,5.5,7.4,1.7,1.1,0.5,,2.1,11.7
3682,Iman Shumpert,2011-12,21,NYK,NBA,PG,59,35,28.9,3.6,9.1,.401,0.8,2.7,.306,2.8,6.4,.440,.446,1.5,1.8,.798,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5
3683,Alexey Shved,2012-13,24,MIN,NBA,SG,77,16,23.9,3.1,8.2,.372,1.1,3.7,.295,2.0,4.5,.435,.439,1.4,1.9,.720,0.5,1.7,2.3,3.7,0.7,0.4,1.9,1.5,8.6
3684,Pascal Siakam,2016-17,22,TOR,NBA,PF,55,38,15.6,1.9,3.7,.502,0.0,0.1,.143,1.9,3.6,.515,.505,0.4,0.6,.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2.0,4.2
3687,Jerry Sichting,1980-81,24,IND,NBA,PG,47,,9.6,0.7,2.0,.358,0.0,0.1,.000,0.7,1.9,.378,.358,0.5,0.7,.781,0.2,0.7,0.9,1.5,0.5,0.0,0.6,0.8,2.0
3691,Jack Sikma,1977-78,22,SEA,NBA,C,82,,27.3,4.2,9.2,.455,,,,4.2,9.2,.455,.455,2.3,3.0,.777,2.4,5.9,8.3,1.6,0.8,0.5,2.3,3.7,10.7
3692,James Silas,1972-73,23,DLC,ABA,SG,78,,31.0,4.4,8.7,.502,0.0,0.0,,4.4,8.7,.502,.502,5.0,6.0,.833,1.4,2.9,4.3,3.1,,,2.5,3.4,13.7
3693,Paul Silas,1964-65,21,STL,NBA,PF,79,,15.7,1.8,4.7,.373,,,,1.8,4.7,.373,.373,1.1,2.1,.506,,,7.3,0.6,,,,2.0,4.6
3694,Xavier Silas,2011-12,24,PHI,NBA,SG,2,0,19.5,2.0,7.5,.267,0.5,3.0,.167,1.5,4.5,.333,.300,1.0,1.5,.667,1.0,1.0,2.0,1.5,0.0,0.0,1.5,2.5,5.5
3695,Garret Siler,2010-11,24,PHO,NBA,C,21,0,4.8,0.8,1.5,.548,0.0,0.0,,0.8,1.5,.548,.548,0.5,1.0,.500,0.8,0.6,1.3,0.1,0.0,0.2,0.5,1.0,2.1
3697,Wayne Simien,2005-06,22,MIA,NBA,PF,43,2,9.6,1.3,2.8,.483,0.0,0.0,,1.3,2.8,.483,.483,0.7,0.8,.882,0.9,1.2,2.0,0.2,0.3,0.0,0.6,1.6,3.4
3698,Ben Simmons,2017-18,21,PHI,NBA,PG,59,59,34.7,7.0,13.2,.533,0.0,0.2,.000,7.0,13.0,.540,.533,2.6,4.5,.571,1.8,5.9,7.7,7.4,1.8,0.9,3.6,2.7,16.6
3699,Bobby Simmons,2001-02,21,WAS,NBA,SF,30,3,11.4,1.4,3.2,.453,0.1,0.5,.286,1.3,2.7,.481,.474,0.7,1.0,.733,0.8,0.9,1.7,0.6,0.4,0.2,0.5,1.0,3.7
3700,Cedric Simmons,2006-07,21,NOK,NBA,PF,43,4,12.4,1.3,3.1,.417,0.0,0.0,,1.3,3.1,.417,.417,0.4,0.8,.485,1.0,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9
3704,Jonathon Simmons,2015-16,26,SAS,NBA,SG,55,2,14.8,2.2,4.4,.504,0.3,0.9,.383,1.9,3.5,.533,.541,1.3,1.7,.750,0.3,1.5,1.7,1.1,0.4,0.1,1.0,1.9,6.0
3705,Kobi Simmons,2017-18,20,MEM,NBA,PG,13,0,15.3,1.6,4.1,.396,0.2,1.0,.231,1.4,3.1,.450,.425,0.5,0.5,1.000,0.2,1.2,1.5,1.2,0.6,0.2,0.8,1.4,4.0
3706,Lionel Simmons,1990-91,22,SAC,NBA,SF,79,79,37.7,6.9,16.5,.422,0.0,0.1,.273,6.9,16.3,.423,.423,4.1,5.5,.736,2.4,6.4,8.8,4.0,1.4,1.1,2.9,3.2,18.0
3707,Miles Simon,1998-99,23,ORL,NBA,SG,5,0,3.8,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.0,0.0,,0.2,0.2,0.4,0.0,0.2,0.0,0.6,0.2,0.4
3708,Walter Simon,1967-68,28,NJA,ABA,SF,78,,32.3,5.6,12.2,.453,0.0,0.2,.067,5.5,12.1,.460,.454,2.2,3.4,.635,,,6.7,2.7,,,2.2,3.5,13.3
3709,Dickey Simpkins,1994-95,22,CHI,NBA,PF,59,5,9.9,1.3,3.1,.424,0.0,0.0,,1.3,3.1,.424,.424,0.8,1.2,.694,1.0,1.5,2.6,0.6,0.2,0.1,0.8,1.2,3.5
3710,Ralph Simpson,1970-71,21,DNR,ABA,SG,81,,22.5,5.7,13.7,.415,0.2,0.7,.283,5.5,12.9,.423,.423,2.7,3.5,.754,1.5,1.3,2.9,2.1,,,2.3,1.9,14.2
3711,Alvin Sims,1998-99,24,PHO,NBA,SG,4,0,6.3,1.0,2.5,.400,0.3,0.3,1.000,0.8,2.3,.333,.450,0.5,1.3,.400,0.8,0.3,1.0,1.3,0.5,0.0,1.5,0.5,2.8
3713,Courtney Sims,2007-08,24,IND,NBA,C,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.3,0.7,0.3,0.0,0.0,0.0,0.7,0.0
3715,Henry Sims,2012-13,22,NOH,NBA,C,2,0,2.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0
3717,Kyle Singler,2012-13,24,DET,NBA,SF,82,74,28.0,3.4,7.8,.428,0.9,2.4,.350,2.5,5.4,.464,.483,1.2,1.5,.806,1.3,2.7,4.0,0.9,0.7,0.5,1.2,2.6,8.8
3718,Sean Singletary,2008-09,23,TOT,NBA,PG,37,2,8.2,0.8,2.3,.365,0.3,0.7,.400,0.6,1.6,.350,.424,0.5,0.6,.857,0.3,0.7,0.9,0.8,0.3,0.0,0.6,1.2,2.4
3719,Chris Singleton,2011-12,22,WAS,NBA,SF,66,51,21.7,1.8,4.7,.372,0.7,1.9,.346,1.1,2.8,.389,.442,0.5,0.7,.682,0.7,2.9,3.5,0.7,1.1,0.5,0.6,2.7,4.6
3720,James Singleton,2005-06,24,LAC,NBA,SF,59,10,12.8,1.3,2.6,.510,0.2,0.3,.500,1.1,2.2,.511,.543,0.7,0.8,.780,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1.6,3.4
3721,McKinley Singleton,1986-87,25,NYK,NBA,PG,2,0,5.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0
3723,Charlie Sitton,1984-85,22,DAL,NBA,SF,43,0,7.1,0.9,2.2,.415,0.0,0.0,.000,0.9,2.1,.424,.415,0.3,0.6,.520,0.6,0.8,1.4,0.6,0.2,0.1,0.4,1.2,2.1
3724,Peyton Siva,2013-14,23,DET,NBA,SG,24,0,9.3,0.8,2.4,.316,0.3,1.0,.280,0.5,1.3,.344,.377,0.5,0.6,.733,0.1,0.5,0.6,1.4,0.4,0.0,0.8,1.1,2.3
3725,Scott Skiles,1986-87,22,MIL,NBA,PG,13,0,15.8,1.4,4.8,.290,0.2,1.1,.214,1.2,3.7,.313,.315,0.8,0.9,.833,0.5,1.5,2.0,3.5,0.4,0.1,1.6,1.4,3.8
3726,Al Skinner,1974-75,22,NYA,ABA,SG,51,,15.2,2.5,5.2,.489,0.0,0.1,.333,2.5,5.2,.490,.491,1.4,1.8,.766,0.8,1.5,2.4,2.4,0.6,0.3,1.3,2.2,6.5
3727,Brian Skinner,1998-99,22,LAC,NBA,PF,21,0,12.3,1.6,3.4,.465,0.0,0.0,,1.6,3.4,.465,.465,1.0,1.6,.606,1.0,1.6,2.5,0.0,0.5,0.6,0.9,1.0,4.1
3731,Reggie Slater,1994-95,24,DEN,NBA,PF,25,0,9.4,1.6,3.2,.494,0.0,0.0,,1.6,3.2,.494,.494,1.6,2.2,.727,0.8,1.4,2.3,0.5,0.3,0.1,1.0,1.9,4.8
3733,Jose Slaughter,1982-83,22,IND,NBA,SG,63,1,8.2,1.4,3.8,.374,0.1,0.7,.220,1.3,3.1,.406,.393,0.6,0.9,.644,0.5,0.5,1.1,0.8,0.6,0.1,0.7,1.5,3.6
3734,Tamar Slay,2002-03,22,NJN,NBA,SG,36,0,7.6,1.1,2.9,.379,0.2,0.7,.280,0.9,2.2,.410,.413,0.2,0.3,.700,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0.9,2.6
3735,Donald Sloan,2011-12,24,TOT,NBA,PG,33,11,20.3,2.4,6.0,.399,0.1,0.8,.080,2.3,5.2,.445,.404,0.7,0.9,.767,0.5,1.5,2.0,3.2,0.4,0.1,1.5,1.1,5.5
3737,Uros Slokar,2006-07,23,TOR,NBA,C,20,0,3.6,0.7,1.3,.538,0.1,0.1,.500,0.7,1.2,.542,.558,0.5,0.7,.692,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9
3738,Tom Sluby,1984-85,22,DAL,NBA,SG,31,0,4.9,1.0,1.9,.517,0.0,0.1,.000,1.0,1.8,.536,.517,0.4,0.7,.619,0.2,0.2,0.4,0.5,0.1,0.0,0.4,0.6,2.4
3739,Keith Smart,1988-89,24,SAS,NBA,PG,2,0,6.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0
3740,Marcus Smart,2014-15,20,BOS,NBA,PG,67,38,27.0,2.6,7.1,.367,1.4,4.1,.335,1.3,3.1,.410,.462,1.2,1.9,.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
3744,Al Smith,1971-72,25,DNR,ABA,SF,83,,21.3,3.5,8.1,.433,0.4,1.3,.299,3.1,6.8,.458,.456,1.8,2.5,.725,1.0,1.7,2.7,3.0,,,2.0,2.9,9.3
3746,Bingo Smith,1969-70,23,SDR,NBA,SF,75,,16.0,3.2,7.6,.427,,,,3.2,7.6,.427,.427,0.9,1.3,.688,,,4.4,1.0,,,,1.6,7.3
3748,Charles Smith,1988-89,23,LAC,NBA,PF,71,56,30.4,6.1,12.4,.495,0.0,0.0,.000,6.1,12.3,.497,.495,4.0,5.5,.725,2.4,4.1,6.5,1.5,1.0,1.3,2.1,3.8,16.3
3749,Charles Smith,1989-90,22,BOS,NBA,PG,60,0,8.7,1.0,2.2,.444,0.0,0.1,.000,1.0,2.1,.468,.444,0.9,1.3,.697,0.2,0.9,1.2,1.7,0.6,0.1,0.6,1.3,2.9
3750,Charles Smith,1997-98,22,TOT,NBA,SG,34,0,8.6,1.4,3.7,.392,0.4,1.4,.319,1.0,2.3,.436,.452,0.2,0.3,.545,0.4,0.4,0.8,0.6,0.4,0.2,0.8,0.7,3.5
3751,Chris Smith,1992-93,22,MIN,NBA,SG,80,6,15.8,1.6,3.6,.433,0.0,0.2,.143,1.5,3.4,.447,.436,1.2,1.5,.792,0.4,0.8,1.2,2.5,0.6,0.2,0.9,1.2,4.3
3752,Chris Smith,2013-14,26,NYK,NBA,PG,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3753,Clinton Smith,1986-87,23,GSW,NBA,SG,41,0,8.3,1.2,2.9,.427,0.0,0.0,.000,1.2,2.8,.435,.427,0.7,0.9,.750,0.6,0.7,1.4,1.1,0.3,0.0,0.6,0.9,3.1
3754,Craig Smith,2006-07,23,MIN,NBA,PF,82,5,18.7,3.0,5.6,.531,0.0,0.1,.000,3.0,5.6,.538,.531,1.4,2.3,.624,1.8,3.3,5.1,0.6,0.6,0.2,0.9,2.7,7.4
3756,Dennis Smith Jr.,2017-18,20,DAL,NBA,PG,54,54,29.4,5.6,14.4,.388,1.5,5.0,.306,4.1,9.4,.431,.441,2.0,2.9,.690,0.7,3.2,3.9,4.8,1.0,0.2,2.9,2.2,14.6
3757,Derek Smith,1982-83,21,GSW,NBA,SF,27,0,5.7,0.8,1.9,.412,0.0,0.1,.000,0.8,1.8,.429,.412,0.6,0.9,.680,0.4,1.0,1.4,0.1,0.0,0.1,0.4,1.5,2.2
3760,Donta Smith,2004-05,21,ATL,NBA,SG,38,0,11.4,1.2,3.0,.389,0.2,0.6,.273,1.0,2.4,.418,.416,0.9,1.3,.688,0.5,0.9,1.4,1.0,0.6,0.1,0.7,1.3,3.3
3761,Doug Smith,1991-92,22,DAL,NBA,PF,76,32,22.5,3.8,9.2,.415,0.0,0.1,.000,3.8,9.1,.421,.415,1.2,1.6,.736,1.7,3.4,5.1,1.7,0.8,0.4,1.3,3.4,8.8
3764,Garfield Smith,1970-71,25,BOS,NBA,C,37,,7.6,1.1,3.1,.362,,,,1.1,3.1,.362,.362,0.6,1.5,.393,,,2.6,0.2,,,,1.4,2.9
3766,Greg Smith,2011-12,21,HOU,NBA,C,8,0,8.6,0.9,1.4,.636,0.0,0.0,,0.9,1.4,.636,.636,0.0,0.0,,0.6,1.9,2.5,0.1,0.3,0.6,0.1,2.1,1.8
3767,Ish Smith,2010-11,22,TOT,NBA,PG,43,3,10.3,1.0,2.7,.374,0.1,0.2,.300,0.9,2.4,.381,.387,0.3,0.5,.571,0.2,0.9,1.1,1.8,0.4,0.0,0.8,0.9,2.3
3768,J.R. Smith,2004-05,19,NOH,NBA,SG,76,56,24.5,3.9,9.8,.394,1.1,3.7,.288,2.8,6.1,.458,.449,1.5,2.1,.689,0.5,1.5,2.0,1.9,0.7,0.1,1.4,1.8,10.3
3769,Jabari Smith,2000-01,23,SAC,NBA,C,9,0,7.3,1.2,2.4,.500,0.0,0.0,,1.2,2.4,.500,.500,0.4,0.7,.667,0.1,0.8,0.9,0.7,0.4,0.0,0.3,0.8,2.9
3770,Jason Smith,2007-08,21,PHI,NBA,PF,76,1,14.6,1.9,4.1,.455,0.1,0.2,.286,1.8,3.9,.463,.461,0.7,1.1,.659,1.0,2.0,3.0,0.3,0.3,0.7,0.6,1.9,4.5
3771,Jerry Smith,2011-12,24,NJN,NBA,PG,5,0,9.2,0.6,2.8,.214,0.2,1.2,.167,0.4,1.6,.250,.250,0.0,0.0,,0.4,1.0,1.4,0.8,1.0,0.0,0.0,1.0,1.4
